case_id,pipeline,modality,split,stratum,family,gold_status,repairable,method,predicted_cut,predicted_plan,predicted_cost,runtime_ms,optimal_set_membership,normalized_cost_regret,obligation_coverage,extra_elements,false_certification,full_recertification_success,partial_success,failed_steps,new_critical_violations,plan_cost,completed_steps
h10-c3:development:tabular-credit:00001,tabular-credit,tabular,development,S3,version_mismatch,CERTIFIED_UNIQUE,True,independent_if_else,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.014346998796099797,False,0.5,1.0,1,False,False,False,3,0,0,0
h10-c3:development:tabular-credit:00001,tabular-credit,tabular,development,S3,version_mismatch,CERTIFIED_UNIQUE,True,untyped_graph,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.01414700091117993,False,0.125,1.0,0,False,False,False,2,0,0,0
h10-c3:development:tabular-credit:00001,tabular-credit,tabular,development,S3,version_mismatch,CERTIFIED_UNIQUE,True,typed_without_optimization,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""preflight-route"", ""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.02114999915647786,False,0.5,1.0,1,False,True,False,0,0,6.2,4
h10-c3:development:tabular-credit:00001,tabular-credit,tabular,development,S3,version_mismatch,CERTIFIED_UNIQUE,True,greedy_cover,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.011862000974360853,False,0.125,1.0,0,False,False,False,2,0,0,0
h10-c3:development:tabular-credit:00001,tabular-credit,tabular,development,S3,version_mismatch,CERTIFIED_UNIQUE,True,weighted_greedy,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.012484000762924552,False,0.125,1.0,0,False,False,False,2,0,0,0
h10-c3:development:tabular-credit:00001,tabular-credit,tabular,development,S3,version_mismatch,CERTIFIED_UNIQUE,True,full_fuzzyxai,"[""optimal-pair-01"", ""optimal-pair-23""]","[""preflight-route"", ""optimal-pair-01"", ""optimal-pair-23""]",4.0,0.11018800068995915,True,0.0,1.0,0,False,True,False,0,0,4.2,3
h10-c3:development:tabular-credit:00002,tabular-credit,tabular,development,S4,schema_incompatibility,CERTIFIED_MULTIPLE_OPTIMA,True,schema_only,[],[],0,0.015248999261530116,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-credit:00002,tabular-credit,tabular,development,S4,schema_incompatibility,CERTIFIED_MULTIPLE_OPTIMA,True,simple_or,"[""alternative-global-a"", ""alternative-global-b"", ""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23"", ""alternative-global-a"", ""alternative-global-b""]",16.5,0.011731999620678835,False,3.125,1.0,5,False,False,False,6,0,0,0
h10-c3:development:tabular-credit:00002,tabular-credit,tabular,development,S4,schema_incompatibility,CERTIFIED_MULTIPLE_OPTIMA,True,independent_if_else,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.017332999050267972,False,0.5,1.0,2,False,False,False,3,0,0,0
h10-c3:development:tabular-credit:00002,tabular-credit,tabular,development,S4,schema_incompatibility,CERTIFIED_MULTIPLE_OPTIMA,True,untyped_graph,"[""alternative-global-a""]","[""alternative-global-a""]",4.0,0.015118001101654954,True,0.0,1.0,0,False,False,False,1,0,0,0
h10-c3:development:tabular-credit:00002,tabular-credit,tabular,development,S4,schema_incompatibility,CERTIFIED_MULTIPLE_OPTIMA,True,typed_without_optimization,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""preflight-route"", ""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.02637999932630919,False,0.5,1.0,2,False,True,False,0,0,6.2,4
h10-c3:development:tabular-credit:00002,tabular-credit,tabular,development,S4,schema_incompatibility,CERTIFIED_MULTIPLE_OPTIMA,True,greedy_cover,"[""alternative-global-a""]","[""alternative-global-a""]",4.0,0.01375499959976878,True,0.0,1.0,0,False,False,False,1,0,0,0
h10-c3:development:tabular-credit:00002,tabular-credit,tabular,development,S4,schema_incompatibility,CERTIFIED_MULTIPLE_OPTIMA,True,weighted_greedy,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.016230998880928382,False,0.125,1.0,1,False,False,False,2,0,0,0
h10-c3:development:tabular-credit:00002,tabular-credit,tabular,development,S4,schema_incompatibility,CERTIFIED_MULTIPLE_OPTIMA,True,full_fuzzyxai,"[""alternative-global-b""]","[""preflight-route"", ""alternative-global-b""]",4.0,0.14381200162461028,True,0.0,1.0,0,False,True,False,0,0,4.2,2
h10-c3:development:tabular-credit:00003,tabular-credit,tabular,development,S4,preprocessing_mismatch,CERTIFIED_MULTIPLE_OPTIMA,True,schema_only,[],[],0,0.012714001059066504,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-credit:00003,tabular-credit,tabular,development,S4,preprocessing_mismatch,CERTIFIED_MULTIPLE_OPTIMA,True,simple_or,"[""alternative-global-a"", ""alternative-global-b"", ""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23"", ""alternative-global-a"", ""alternative-global-b""]",16.5,0.011461999747552909,False,3.125,1.0,5,False,False,False,6,0,0,0
h10-c3:development:tabular-credit:00003,tabular-credit,tabular,development,S4,preprocessing_mismatch,CERTIFIED_MULTIPLE_OPTIMA,True,independent_if_else,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.016460999177070335,False,0.5,1.0,2,False,False,False,3,0,0,0
h10-c3:development:tabular-credit:00003,tabular-credit,tabular,development,S4,preprocessing_mismatch,CERTIFIED_MULTIPLE_OPTIMA,True,untyped_graph,"[""alternative-global-a""]","[""alternative-global-a""]",4.0,0.014667999494122341,True,0.0,1.0,0,False,False,False,1,0,0,0
h10-c3:development:tabular-credit:00003,tabular-credit,tabular,development,S4,preprocessing_mismatch,CERTIFIED_MULTIPLE_OPTIMA,True,typed_without_optimization,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""preflight-route"", ""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.0257480005529942,False,0.5,1.0,2,False,True,False,0,0,6.2,4
h10-c3:development:tabular-credit:00003,tabular-credit,tabular,development,S4,preprocessing_mismatch,CERTIFIED_MULTIPLE_OPTIMA,True,greedy_cover,"[""alternative-global-a""]","[""alternative-global-a""]",4.0,0.013063998267170973,True,0.0,1.0,0,False,False,False,1,0,0,0
h10-c3:development:tabular-credit:00003,tabular-credit,tabular,development,S4,preprocessing_mismatch,CERTIFIED_MULTIPLE_OPTIMA,True,weighted_greedy,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.015880001228651963,False,0.125,1.0,1,False,False,False,2,0,0,0
h10-c3:development:tabular-credit:00003,tabular-credit,tabular,development,S4,preprocessing_mismatch,CERTIFIED_MULTIPLE_OPTIMA,True,full_fuzzyxai,"[""alternative-global-b""]","[""preflight-route"", ""alternative-global-b""]",4.0,0.12998599959246349,True,0.0,1.0,0,False,True,False,0,0,4.2,2
h10-c3:development:tabular-credit:00004,tabular-credit,tabular,development,S5,missing_calibration,NON_REPAIRABLE,False,schema_only,[],[],0,0.015179000911302865,False,0.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-credit:00004,tabular-credit,tabular,development,S5,missing_calibration,NON_REPAIRABLE,False,simple_or,"[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23"", ""unknown-relation-probe""]","[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23"", ""unknown-relation-probe"", ""fallback-known-4""]",10.9,0.01174200042441953,False,0.0,1.0,6,True,False,False,6,0,0,0
h10-c3:development:tabular-credit:00004,tabular-credit,tabular,development,S5,missing_calibration,NON_REPAIRABLE,False,independent_if_else,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.016440999388578348,False,0.0,0.8,3,True,False,False,3,0,0,0
h10-c3:development:tabular-credit:00004,tabular-credit,tabular,development,S5,missing_calibration,NON_REPAIRABLE,False,untyped_graph,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.01707299998088274,False,0.0,0.8,2,True,False,False,2,0,0,0
h10-c3:development:tabular-credit:00004,tabular-credit,tabular,development,S5,missing_calibration,NON_REPAIRABLE,False,typed_without_optimization,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""preflight-route"", ""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.02777299960143864,False,0.0,0.8,3,True,False,False,4,0,0,0
h10-c3:development:tabular-credit:00004,tabular-credit,tabular,development,S5,missing_calibration,NON_REPAIRABLE,False,greedy_cover,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.015219000488286838,False,0.0,0.8,2,True,False,False,2,0,0,0
h10-c3:development:tabular-credit:00004,tabular-credit,tabular,development,S5,missing_calibration,NON_REPAIRABLE,False,weighted_greedy,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.014938999811420217,False,0.0,0.8,2,True,False,False,2,0,0,0
h10-c3:development:tabular-credit:00004,tabular-credit,tabular,development,S5,missing_calibration,NON_REPAIRABLE,False,full_fuzzyxai,[],[],0.0,0.022152000383357517,False,0.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-credit:00005,tabular-credit,tabular,development,S5,expired_calibration,CERTIFIED_UNIQUE,True,schema_only,[],[],0,0.012192998838145286,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-credit:00005,tabular-credit,tabular,development,S5,expired_calibration,CERTIFIED_UNIQUE,True,simple_or,"[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23"", ""unknown-relation-probe""]","[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23"", ""unknown-relation-probe"", ""fallback-known-4""]",10.9,0.011101001291535795,False,1.0,1.0,3,True,False,False,6,0,0,0
h10-c3:development:tabular-credit:00005,tabular-credit,tabular,development,S5,expired_calibration,CERTIFIED_UNIQUE,True,independent_if_else,"[""fallback-known-4"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23"", ""fallback-known-4""]",8.0,0.015859999621170573,False,0.3333333333333333,1.0,1,False,False,False,4,0,0,0
h10-c3:development:tabular-credit:00005,tabular-credit,tabular,development,S5,expired_calibration,CERTIFIED_UNIQUE,True,untyped_graph,"[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""fallback-known-4"", ""greedy-single-1""]",6.5,0.017612999727134593,False,0.08333333333333333,1.0,0,False,False,False,3,0,0,0
h10-c3:development:tabular-credit:00005,tabular-credit,tabular,development,S5,expired_calibration,CERTIFIED_UNIQUE,True,typed_without_optimization,"[""fallback-known-4"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""preflight-route"", ""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23"", ""fallback-known-4""]",8.0,0.027231000785832293,False,0.3333333333333333,1.0,1,False,False,False,5,0,0,0
h10-c3:development:tabular-credit:00005,tabular-credit,tabular,development,S5,expired_calibration,CERTIFIED_UNIQUE,True,greedy_cover,"[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""fallback-known-4"", ""greedy-single-1""]",6.5,0.01607000012882054,False,0.08333333333333333,1.0,0,False,False,False,3,0,0,0
h10-c3:development:tabular-credit:00005,tabular-credit,tabular,development,S5,expired_calibration,CERTIFIED_UNIQUE,True,weighted_greedy,"[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""fallback-known-4"", ""greedy-single-1""]",6.5,0.016461000996059738,False,0.08333333333333333,1.0,0,False,False,False,3,0,0,0
h10-c3:development:tabular-credit:00005,tabular-credit,tabular,development,S5,expired_calibration,CERTIFIED_UNIQUE,True,full_fuzzyxai,"[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]","[""authorize-route"", ""preflight-route"", ""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]",6.0,0.1464970009692479,True,0.0,1.0,0,False,True,False,0,0,6.3,5
h10-c3:development:tabular-credit:00006,tabular-credit,tabular,development,S1,checksum_corruption,CERTIFIED_UNIQUE,True,schema_only,[],[],0,0.0037569989217445254,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-credit:00006,tabular-credit,tabular,development,S1,checksum_corruption,CERTIFIED_UNIQUE,True,simple_or,"[""direct-0""]","[""direct-0""]",1.0,0.0030259998311521485,True,0.0,1.0,0,False,True,False,0,0,1.0,1
h10-c3:development:tabular-credit:00006,tabular-credit,tabular,development,S1,checksum_corruption,CERTIFIED_UNIQUE,True,independent_if_else,"[""direct-0""]","[""direct-0""]",1.0,0.005990999852656387,True,0.0,1.0,0,False,True,False,0,0,1.0,1
h10-c3:development:tabular-credit:00006,tabular-credit,tabular,development,S1,checksum_corruption,CERTIFIED_UNIQUE,True,untyped_graph,"[""direct-0""]","[""direct-0""]",1.0,0.00407799961976707,True,0.0,1.0,0,False,True,False,0,0,1.0,1
h10-c3:development:tabular-credit:00006,tabular-credit,tabular,development,S1,checksum_corruption,CERTIFIED_UNIQUE,True,typed_without_optimization,"[""direct-0""]","[""direct-0""]",1.0,0.0057609995565144345,True,0.0,1.0,0,False,True,False,0,0,1.0,1
h10-c3:development:tabular-credit:00006,tabular-credit,tabular,development,S1,checksum_corruption,CERTIFIED_UNIQUE,True,greedy_cover,"[""direct-0""]","[""direct-0""]",1.0,0.003405999450478703,True,0.0,1.0,0,False,True,False,0,0,1.0,1
h10-c3:development:tabular-credit:00006,tabular-credit,tabular,development,S1,checksum_corruption,CERTIFIED_UNIQUE,True,weighted_greedy,"[""direct-0""]","[""direct-0""]",1.0,0.0035369994293432683,True,0.0,1.0,0,False,True,False,0,0,1.0,1
h10-c3:development:tabular-credit:00006,tabular-credit,tabular,development,S1,checksum_corruption,CERTIFIED_UNIQUE,True,full_fuzzyxai,"[""direct-0""]","[""direct-0""]",1.0,0.03169999945384916,True,0.0,1.0,0,False,True,False,0,0,1.0,1
h10-c3:development:tabular-credit:00007,tabular-credit,tabular,development,S2,missing_edge,CERTIFIED_UNIQUE,True,schema_only,[],[],0,0.008064998837653548,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-credit:00007,tabular-credit,tabular,development,S2,missing_edge,CERTIFIED_UNIQUE,True,simple_or,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3"", ""expensive-global""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3"", ""expensive-global""]",10.3,0.007864999133744277,False,1.3953488372093026,1.0,1,False,True,False,0,0,10.3,5
h10-c3:development:tabular-credit:00007,tabular-credit,tabular,development,S2,missing_edge,CERTIFIED_UNIQUE,True,independent_if_else,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",4.3,0.013184999261284247,True,0.0,1.0,0,False,True,False,0,0,4.3,4
h10-c3:development:tabular-credit:00007,tabular-credit,tabular,development,S2,missing_edge,CERTIFIED_UNIQUE,True,untyped_graph,"[""expensive-global""]","[""expensive-global""]",6.0,0.010289000783814117,False,0.39534883720930236,1.0,0,False,True,False,0,0,6.0,1
h10-c3:development:tabular-credit:00007,tabular-credit,tabular,development,S2,missing_edge,CERTIFIED_UNIQUE,True,typed_without_optimization,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",4.3,0.018013999579125084,True,0.0,1.0,0,False,True,False,0,0,4.3,4
h10-c3:development:tabular-credit:00007,tabular-credit,tabular,development,S2,missing_edge,CERTIFIED_UNIQUE,True,greedy_cover,"[""expensive-global""]","[""expensive-global""]",6.0,0.009097000656765886,False,0.39534883720930236,1.0,0,False,True,False,0,0,6.0,1
h10-c3:development:tabular-credit:00007,tabular-credit,tabular,development,S2,missing_edge,CERTIFIED_UNIQUE,True,weighted_greedy,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",4.3,0.014557001122739166,True,0.0,1.0,0,False,True,False,0,0,4.3,4
h10-c3:development:tabular-credit:00007,tabular-credit,tabular,development,S2,missing_edge,CERTIFIED_UNIQUE,True,full_fuzzyxai,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",4.3,0.11381500007701106,True,0.0,1.0,0,False,True,False,0,0,4.3,4
h10-c3:development:tabular-credit:00008,tabular-credit,tabular,development,S2,invalid_edge_contract,CERTIFIED_UNIQUE,True,schema_only,[],[],0,0.008536000677850097,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-credit:00008,tabular-credit,tabular,development,S2,invalid_edge_contract,CERTIFIED_UNIQUE,True,simple_or,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3"", ""expensive-global""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3"", ""expensive-global""]",10.3,0.007753998943371698,False,1.3953488372093026,1.0,1,False,True,False,0,0,10.3,5
h10-c3:development:tabular-credit:00008,tabular-credit,tabular,development,S2,invalid_edge_contract,CERTIFIED_UNIQUE,True,independent_if_else,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",4.3,0.01143100053013768,True,0.0,1.0,0,False,True,False,0,0,4.3,4
h10-c3:development:tabular-credit:00008,tabular-credit,tabular,development,S2,invalid_edge_contract,CERTIFIED_UNIQUE,True,untyped_graph,"[""expensive-global""]","[""expensive-global""]",6.0,0.01032900036079809,False,0.39534883720930236,1.0,0,False,True,False,0,0,6.0,1
h10-c3:development:tabular-credit:00008,tabular-credit,tabular,development,S2,invalid_edge_contract,CERTIFIED_UNIQUE,True,typed_without_optimization,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",4.3,0.017754000509739853,True,0.0,1.0,0,False,True,False,0,0,4.3,4
h10-c3:development:tabular-credit:00008,tabular-credit,tabular,development,S2,invalid_edge_contract,CERTIFIED_UNIQUE,True,greedy_cover,"[""expensive-global""]","[""expensive-global""]",6.0,0.009207000402966514,False,0.39534883720930236,1.0,0,False,True,False,0,0,6.0,1
h10-c3:development:tabular-credit:00008,tabular-credit,tabular,development,S2,invalid_edge_contract,CERTIFIED_UNIQUE,True,weighted_greedy,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",4.3,0.014416998965316452,True,0.0,1.0,0,False,True,False,0,0,4.3,4
h10-c3:development:tabular-credit:00008,tabular-credit,tabular,development,S2,invalid_edge_contract,CERTIFIED_UNIQUE,True,full_fuzzyxai,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",4.3,0.10407700028736144,True,0.0,1.0,0,False,True,False,0,0,4.3,4
h10-c3:development:tabular-credit:00009,tabular-credit,tabular,development,S3,dictionary_mismatch,CERTIFIED_UNIQUE,True,schema_only,[],[],0,0.010009000106947497,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-credit:00009,tabular-credit,tabular,development,S3,dictionary_mismatch,CERTIFIED_UNIQUE,True,simple_or,"[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]",8.5,0.008986999091575854,False,1.125,1.0,2,False,False,False,4,0,0,0
h10-c3:development:tabular-credit:00009,tabular-credit,tabular,development,S3,dictionary_mismatch,CERTIFIED_UNIQUE,True,independent_if_else,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.013124999895808287,False,0.5,1.0,1,False,False,False,3,0,0,0
h10-c3:development:tabular-credit:00009,tabular-credit,tabular,development,S3,dictionary_mismatch,CERTIFIED_UNIQUE,True,untyped_graph,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.012623999282368459,False,0.125,1.0,0,False,False,False,2,0,0,0
h10-c3:development:tabular-credit:00009,tabular-credit,tabular,development,S3,dictionary_mismatch,CERTIFIED_UNIQUE,True,typed_without_optimization,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""preflight-route"", ""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.022321999495034106,False,0.5,1.0,1,False,True,False,0,0,6.2,4
h10-c3:development:tabular-credit:00009,tabular-credit,tabular,development,S3,dictionary_mismatch,CERTIFIED_UNIQUE,True,greedy_cover,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.011520998668856919,False,0.125,1.0,0,False,False,False,2,0,0,0
h10-c3:development:tabular-credit:00009,tabular-credit,tabular,development,S3,dictionary_mismatch,CERTIFIED_UNIQUE,True,weighted_greedy,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.011751999409170821,False,0.125,1.0,0,False,False,False,2,0,0,0
h10-c3:development:tabular-credit:00009,tabular-credit,tabular,development,S3,dictionary_mismatch,CERTIFIED_UNIQUE,True,full_fuzzyxai,"[""optimal-pair-01"", ""optimal-pair-23""]","[""preflight-route"", ""optimal-pair-01"", ""optimal-pair-23""]",4.0,0.09247500020137522,True,0.0,1.0,0,False,True,False,0,0,4.2,3
h10-c3:development:tabular-credit:00010,tabular-credit,tabular,development,S3,reduction_loss_violation,CERTIFIED_UNIQUE,True,schema_only,[],[],0,0.009708999641588889,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-credit:00010,tabular-credit,tabular,development,S3,reduction_loss_violation,CERTIFIED_UNIQUE,True,simple_or,"[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]",8.5,0.008737000825931318,False,1.125,1.0,2,False,False,False,4,0,0,0
h10-c3:development:tabular-credit:00010,tabular-credit,tabular,development,S3,reduction_loss_violation,CERTIFIED_UNIQUE,True,independent_if_else,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.012503000107244588,False,0.5,1.0,1,False,False,False,3,0,0,0
h10-c3:development:tabular-credit:00010,tabular-credit,tabular,development,S3,reduction_loss_violation,CERTIFIED_UNIQUE,True,untyped_graph,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.012143000276410021,False,0.125,1.0,0,False,False,False,2,0,0,0
