case_id,template_id,template_hash,pipeline_family,modality,split,stratum,gold_status,repairable,method,predicted_cut,predicted_cost,runtime_ms,optimal_set_membership,raw_cost_regret,normalized_cost_regret,obligation_coverage,false_certification,full_recertification_success,recertification_status,remaining_critical_issues,new_critical_issues,remaining_critical_issue_count,new_critical_violation_count,all_required_postconditions_verified,completed_steps,failed_steps,plan_cost,before_trace_sha256,after_trace_sha256,graph_changed
sealed:text-news:S5:471807561:case:000,sealed:text-news:S5:471807561,6fa9538807979e7751a47587c94a7de3d98b87e597e74abf0f7eac23c1aab10a,text-news,text,sealed,S5,CERTIFIED_UNIQUE,True,typed_without_optimization,"[""node:node-267eb2737c77/field:_/violation:source_component"", ""node:node-29f1e287c7a7/field:_/violation:source_component"", ""node:node-3e8ceae92476/field:_/violation:source_component""]",5.8972,1.1719899994204752,True,0.0,0.0,1.0,False,True,full_success,(),(),0,0,True,3,0,17.0,2c6c63481c0996a9599a1188a7d93dfec102dffd31355573b78a4b7c748a827d,1c6a866e04efe03c9b4135c2728fc900ba2b807da76393ef6d3f5a669b4c95d9,True
sealed:text-news:S5:471807561:case:000,sealed:text-news:S5:471807561,6fa9538807979e7751a47587c94a7de3d98b87e597e74abf0f7eac23c1aab10a,text-news,text,sealed,S5,CERTIFIED_UNIQUE,True,greedy_cover,"[""node:node-267eb2737c77/field:_/violation:source_component"", ""node:node-3e8ceae92476/field:_/violation:source_component"", ""node:node-7a060ade9bb1/field:_/violation:source_component""]",6.3972,1.188509999337839,False,0.5,0.0847860001356576,1.0,False,False,partial_success,"('issue:sealed:text-news:S5:471807561:obligation-1',)",(),1,0,False,2,1,10.0,2c6c63481c0996a9599a1188a7d93dfec102dffd31355573b78a4b7c748a827d,793acbb047a2483f67a4afe09881bf3aa4ebf2d0e1577326841e0d0cab8fd7ae,True
sealed:text-news:S5:471807561:case:000,sealed:text-news:S5:471807561,6fa9538807979e7751a47587c94a7de3d98b87e597e74abf0f7eac23c1aab10a,text-news,text,sealed,S5,CERTIFIED_UNIQUE,True,weighted_greedy,"[""node:node-267eb2737c77/field:_/violation:source_component"", ""node:node-3e8ceae92476/field:_/violation:source_component"", ""node:node-7a060ade9bb1/field:_/violation:source_component""]",6.3972,1.1192389993084362,False,0.5,0.0847860001356576,1.0,False,False,partial_success,"('issue:sealed:text-news:S5:471807561:obligation-1',)",(),1,0,False,2,1,10.0,2c6c63481c0996a9599a1188a7d93dfec102dffd31355573b78a4b7c748a827d,793acbb047a2483f67a4afe09881bf3aa4ebf2d0e1577326841e0d0cab8fd7ae,True
sealed:text-news:S5:471807561:case:000,sealed:text-news:S5:471807561,6fa9538807979e7751a47587c94a7de3d98b87e597e74abf0f7eac23c1aab10a,text-news,text,sealed,S5,CERTIFIED_UNIQUE,True,full_h10,"[""node:node-267eb2737c77/field:_/violation:source_component"", ""node:node-29f1e287c7a7/field:_/violation:source_component"", ""node:node-3e8ceae92476/field:_/violation:source_component""]",5.8972,0.8448000007774681,True,0.0,0.0,1.0,False,True,full_success,(),(),0,0,True,4,0,25.0,2c6c63481c0996a9599a1188a7d93dfec102dffd31355573b78a4b7c748a827d,1c6a866e04efe03c9b4135c2728fc900ba2b807da76393ef6d3f5a669b4c95d9,True
sealed:tabular-credit:S4:1169131159:case:000,sealed:tabular-credit:S4:1169131159,806f68f14cf2f4ee84bbadcc505cb8e3590fb589e8b821e4489f5b0aae4bc70e,tabular-credit,tabular,sealed,S4,CERTIFIED_MULTIPLE_OPTIMA,True,schema_only,[],0,0.9790650001377799,False,,2.0,0.0,False,False,no_change,"('issue:sealed:tabular-credit:S4:1169131159:obligation-0', 'issue:sealed:tabular-credit:S4:1169131159:obligation-1', 'issue:sealed:tabular-credit:S4:1169131159:obligation-2', 'issue:sealed:tabular-credit:S4:1169131159:obligation-3')",(),4,0,True,0,0,0,a65508f7db70d4d583aeabfe099d83a5daf57065248bd3173031e0e9aa8adb3e,a65508f7db70d4d583aeabfe099d83a5daf57065248bd3173031e0e9aa8adb3e,False
sealed:tabular-credit:S4:1169131159:case:000,sealed:tabular-credit:S4:1169131159,806f68f14cf2f4ee84bbadcc505cb8e3590fb589e8b821e4489f5b0aae4bc70e,tabular-credit,tabular,sealed,S4,CERTIFIED_MULTIPLE_OPTIMA,True,simple_or,"[""contract:sealed:tabular-credit:S4:1169131159:obligation-0/field:registered_state_0/violation:contract_mismatch"", ""contract:sealed:tabular-credit:S4:1169131159:obligation-1/field:registered_state_1/violation:contract_mismatch"", ""contract:sealed:tabular-credit:S4:1169131159:obligation-2/field:registered_state_2/violation:contract_mismatch"", ""contract:sealed:tabular-credit:S4:1169131159:obligation-3/field:registered_state_3/violation:contract_mismatch"", ""node:node-04043a0869ac/field:registered_state_3/violation:contract_mismatch"", ""node:node-10a206b6f1bf/field:registered_state_0/violation:contract_mismatch"", ""node:node-24b78738e826/field:_/violation:source_component"", ""node:node-24b78738e826/field:registered_state_1/violation:contract_mismatch"", ""node:node-24b78738e826/field:registered_state_3/violation:contract_mismatch"", ""node:node-2736cedc4332/field:_/violation:source_component"", ""node:node-2736cedc4332/field:registered_state_1/violation:contract_mismatch"", ""node:node-789447a5619d/field:_/violation:source_component"", ""node:node-789447a5619d/field:registered_state_0/violation:contract_mismatch"", ""node:node-789447a5619d/field:registered_state_2/violation:contract_mismatch"", ""node:node-789447a5619d/field:registered_state_3/violation:contract_mismatch"", ""node:node-80c5536cd59e/field:_/violation:source_component"", ""node:node-80c5536cd59e/field:registered_state_2/violation:contract_mismatch"", ""node:node-80c5536cd59e/field:registered_state_3/violation:contract_mismatch"", ""node:node-870c1ba1139e/field:registered_state_1/violation:contract_mismatch"", ""node:node-b233ef471a8e/field:registered_state_2/violation:contract_mismatch"", ""node:node-e824b9bcebc1/field:_/violation:source_component"", ""node:node-e824b9bcebc1/field:registered_state_0/violation:contract_mismatch"", ""node:node-e824b9bcebc1/field:registered_state_2/violation:contract_mismatch"", ""node:node-e9a4c5a77a86/field:_/violation:source_component"", ""node:node-e9a4c5a77a86/field:registered_state_0/violation:contract_mismatch"", ""node:node-e9a4c5a77a86/field:registered_state_1/violation:contract_mismatch""]",1012.6152,0.9824609987845179,False,1008.5768,249.7466323296355,1.0,False,True,full_success,(),(),0,0,True,6,0,27.0,a65508f7db70d4d583aeabfe099d83a5daf57065248bd3173031e0e9aa8adb3e,cd5691cdb1b2072827d3ff9c70a4a9fa7a3c052e51c641ad63ee3960e2224720,True
sealed:tabular-credit:S4:1169131159:case:000,sealed:tabular-credit:S4:1169131159,806f68f14cf2f4ee84bbadcc505cb8e3590fb589e8b821e4489f5b0aae4bc70e,tabular-credit,tabular,sealed,S4,CERTIFIED_MULTIPLE_OPTIMA,True,independent_if_else,"[""node:node-24b78738e826/field:_/violation:source_component"", ""node:node-80c5536cd59e/field:_/violation:source_component"", ""node:node-e824b9bcebc1/field:_/violation:source_component""]",6.057600000000001,0.9596669988241047,False,2.019200000000001,0.5000000000000002,1.0,False,True,full_success,(),(),0,0,True,3,0,17.0,a65508f7db70d4d583aeabfe099d83a5daf57065248bd3173031e0e9aa8adb3e,8933b4ecf0a96524b70d00dba43db32644b4b6575e792d7bf9f1b73609e94911,True
sealed:tabular-credit:S4:1169131159:case:000,sealed:tabular-credit:S4:1169131159,806f68f14cf2f4ee84bbadcc505cb8e3590fb589e8b821e4489f5b0aae4bc70e,tabular-credit,tabular,sealed,S4,CERTIFIED_MULTIPLE_OPTIMA,True,untyped_graph,"[""node:node-24b78738e826/field:_/violation:source_component"", ""node:node-789447a5619d/field:_/violation:source_component""]",4.5384,1.033055999869248,False,0.5,0.12381141045958796,1.0,False,True,full_success,(),(),0,0,True,2,0,9.0,a65508f7db70d4d583aeabfe099d83a5daf57065248bd3173031e0e9aa8adb3e,0cc37240ef85eb56974cecf15fb8a9d70a9cec391570278f0f4369e7db2731d9,True
sealed:tabular-credit:S4:1169131159:case:000,sealed:tabular-credit:S4:1169131159,806f68f14cf2f4ee84bbadcc505cb8e3590fb589e8b821e4489f5b0aae4bc70e,tabular-credit,tabular,sealed,S4,CERTIFIED_MULTIPLE_OPTIMA,True,typed_without_optimization,"[""node:node-24b78738e826/field:_/violation:source_component"", ""node:node-80c5536cd59e/field:_/violation:source_component"", ""node:node-e824b9bcebc1/field:_/violation:source_component""]",6.057600000000001,1.0061259999929462,False,2.019200000000001,0.5000000000000002,1.0,False,True,full_success,(),(),0,0,True,3,0,17.0,a65508f7db70d4d583aeabfe099d83a5daf57065248bd3173031e0e9aa8adb3e,8933b4ecf0a96524b70d00dba43db32644b4b6575e792d7bf9f1b73609e94911,True
sealed:tabular-credit:S4:1169131159:case:000,sealed:tabular-credit:S4:1169131159,806f68f14cf2f4ee84bbadcc505cb8e3590fb589e8b821e4489f5b0aae4bc70e,tabular-credit,tabular,sealed,S4,CERTIFIED_MULTIPLE_OPTIMA,True,greedy_cover,"[""node:node-24b78738e826/field:_/violation:source_component"", ""node:node-789447a5619d/field:_/violation:source_component""]",4.5384,1.0209529991698219,False,0.5,0.12381141045958796,1.0,False,True,full_success,(),(),0,0,True,2,0,9.0,a65508f7db70d4d583aeabfe099d83a5daf57065248bd3173031e0e9aa8adb3e,0cc37240ef85eb56974cecf15fb8a9d70a9cec391570278f0f4369e7db2731d9,True
sealed:tabular-credit:S4:1169131159:case:000,sealed:tabular-credit:S4:1169131159,806f68f14cf2f4ee84bbadcc505cb8e3590fb589e8b821e4489f5b0aae4bc70e,tabular-credit,tabular,sealed,S4,CERTIFIED_MULTIPLE_OPTIMA,True,weighted_greedy,"[""node:node-24b78738e826/field:_/violation:source_component"", ""node:node-789447a5619d/field:_/violation:source_component""]",4.5384,1.0177869990002364,False,0.5,0.12381141045958796,1.0,False,True,full_success,(),(),0,0,True,2,0,9.0,a65508f7db70d4d583aeabfe099d83a5daf57065248bd3173031e0e9aa8adb3e,0cc37240ef85eb56974cecf15fb8a9d70a9cec391570278f0f4369e7db2731d9,True
sealed:tabular-credit:S4:1169131159:case:000,sealed:tabular-credit:S4:1169131159,806f68f14cf2f4ee84bbadcc505cb8e3590fb589e8b821e4489f5b0aae4bc70e,tabular-credit,tabular,sealed,S4,CERTIFIED_MULTIPLE_OPTIMA,True,full_h10,"[""node:node-24b78738e826/field:_/violation:source_component"", ""node:node-e824b9bcebc1/field:_/violation:source_component""]",4.0384,0.8216059995902469,True,0.0,0.0,1.0,False,True,full_success,(),(),0,0,True,3,0,17.0,a65508f7db70d4d583aeabfe099d83a5daf57065248bd3173031e0e9aa8adb3e,a857c88a4e251ef23ee146321c4266098f30a436d36069d819f0132a528deb78,True
sealed:tabular-energy:S3:1638283730:case:000,sealed:tabular-energy:S3:1638283730,e52349f7b8d1422484912ef2e7c61f0c392c0838d4a3ce11665d136fc6511fb1,tabular-energy,tabular,sealed,S3,CERTIFIED_UNIQUE,True,schema_only,[],0,0.8702869999979157,False,,2.0,0.0,False,False,no_change,"('issue:sealed:tabular-energy:S3:1638283730:obligation-0', 'issue:sealed:tabular-energy:S3:1638283730:obligation-1', 'issue:sealed:tabular-energy:S3:1638283730:obligation-2', 'issue:sealed:tabular-energy:S3:1638283730:obligation-3')",(),4,0,True,0,0,0,a76183473c91159aa4dd62ab8111ad9e2775ad5dd41766f1ce03fbb5c1af0ee0,a76183473c91159aa4dd62ab8111ad9e2775ad5dd41766f1ce03fbb5c1af0ee0,False
sealed:tabular-energy:S3:1638283730:case:000,sealed:tabular-energy:S3:1638283730,e52349f7b8d1422484912ef2e7c61f0c392c0838d4a3ce11665d136fc6511fb1,tabular-energy,tabular,sealed,S3,CERTIFIED_UNIQUE,True,simple_or,"[""contract:sealed:tabular-energy:S3:1638283730:obligation-0/field:registered_state_0/violation:contract_mismatch"", ""contract:sealed:tabular-energy:S3:1638283730:obligation-1/field:registered_state_1/violation:contract_mismatch"", ""contract:sealed:tabular-energy:S3:1638283730:obligation-2/field:registered_state_2/violation:contract_mismatch"", ""contract:sealed:tabular-energy:S3:1638283730:obligation-3/field:registered_state_3/violation:contract_mismatch"", ""node:node-2c7976de1585/field:registered_state_1/violation:contract_mismatch"", ""node:node-355f38cd07a8/field:_/violation:source_component"", ""node:node-355f38cd07a8/field:registered_state_0/violation:contract_mismatch"", ""node:node-355f38cd07a8/field:registered_state_2/violation:contract_mismatch"", ""node:node-355f38cd07a8/field:registered_state_3/violation:contract_mismatch"", ""node:node-4d5867ff2bda/field:_/violation:source_component"", ""node:node-4d5867ff2bda/field:registered_state_1/violation:contract_mismatch"", ""node:node-832c4e18538d/field:_/violation:source_component"", ""node:node-832c4e18538d/field:registered_state_2/violation:contract_mismatch"", ""node:node-832c4e18538d/field:registered_state_3/violation:contract_mismatch"", ""node:node-8c097500d8d0/field:registered_state_3/violation:contract_mismatch"", ""node:node-9e8a91ec30e8/field:_/violation:source_component"", ""node:node-9e8a91ec30e8/field:registered_state_0/violation:contract_mismatch"", ""node:node-9e8a91ec30e8/field:registered_state_1/violation:contract_mismatch"", ""node:node-db54f4c4ecd1/field:registered_state_2/violation:contract_mismatch"", ""node:node-df45a060b7f7/field:registered_state_0/violation:contract_mismatch""]",808.5252,0.7859990000724792,False,804.5126,200.49658575487211,1.0,False,True,full_success,(),(),0,0,True,4,0,18.0,a76183473c91159aa4dd62ab8111ad9e2775ad5dd41766f1ce03fbb5c1af0ee0,3f04e356db4f6b8b82deacd6bbbbb8b4bf122c273b9f9af82d2ac351e653f7c9,True
sealed:tabular-energy:S3:1638283730:case:000,sealed:tabular-energy:S3:1638283730,e52349f7b8d1422484912ef2e7c61f0c392c0838d4a3ce11665d136fc6511fb1,tabular-energy,tabular,sealed,S3,CERTIFIED_UNIQUE,True,independent_if_else,"[""node:node-4d5867ff2bda/field:_/violation:source_component"", ""node:node-832c4e18538d/field:_/violation:source_component"", ""node:node-9e8a91ec30e8/field:_/violation:source_component""]",6.018900000000001,0.7824219992471626,False,2.0063,0.4999999999999999,1.0,False,True,full_success,(),(),0,0,True,3,0,17.0,a76183473c91159aa4dd62ab8111ad9e2775ad5dd41766f1ce03fbb5c1af0ee0,f4d9f93c116f5e9198f6f405f629a554c50f18e7069c7410d1f8e28dff1be8ce,True
sealed:tabular-energy:S3:1638283730:case:000,sealed:tabular-energy:S3:1638283730,e52349f7b8d1422484912ef2e7c61f0c392c0838d4a3ce11665d136fc6511fb1,tabular-energy,tabular,sealed,S3,CERTIFIED_UNIQUE,True,untyped_graph,"[""node:node-355f38cd07a8/field:_/violation:source_component"", ""node:node-4d5867ff2bda/field:_/violation:source_component""]",4.512600000000001,0.7948250004119473,False,0.5,0.12460748641778395,1.0,False,True,full_success,(),(),0,0,True,2,0,9.0,a76183473c91159aa4dd62ab8111ad9e2775ad5dd41766f1ce03fbb5c1af0ee0,e030a0b9688a9ca36c295bca641d7e5679db1d48cbe8acc0d54b6345e22e9346,True
sealed:tabular-energy:S3:1638283730:case:000,sealed:tabular-energy:S3:1638283730,e52349f7b8d1422484912ef2e7c61f0c392c0838d4a3ce11665d136fc6511fb1,tabular-energy,tabular,sealed,S3,CERTIFIED_UNIQUE,True,typed_without_optimization,"[""node:node-4d5867ff2bda/field:_/violation:source_component"", ""node:node-832c4e18538d/field:_/violation:source_component"", ""node:node-9e8a91ec30e8/field:_/violation:source_component""]",6.018900000000001,0.7614920014020754,False,2.0063,0.4999999999999999,1.0,False,True,full_success,(),(),0,0,True,3,0,17.0,a76183473c91159aa4dd62ab8111ad9e2775ad5dd41766f1ce03fbb5c1af0ee0,f4d9f93c116f5e9198f6f405f629a554c50f18e7069c7410d1f8e28dff1be8ce,True
