incident_id,repository,variant,status,joint_hit_at_3,joint_hit_at_1,selected_cut_contains_gold,candidate_count,oracle_candidate_injected,gold_contract_registered,gold_sources,gold_contracts,top_k_signature,selected_cut
bugsinpy-thefuck-24,nvbn/thefuck,BASELINE,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,2,False,True,"[[""thefuck/types.py"", ""CorrectedCommand""], [""thefuck/types.py"", ""CorrectedCommand.__eq__""], [""thefuck/types.py"", ""CorrectedCommand.__hash__""], [""thefuck/types.py"", ""CorrectedCommand.__init__""], [""thefuck/types.py"", ""CorrectedCommand.__repr__""], [""thefuck/types.py"", ""SortedCorrectedCommandsSequence""], [""thefuck/types.py"", ""SortedCorrectedCommandsSequence._get_first_two_unique""], [""thefuck/types.py"", ""SortedCorrectedCommandsSequence._remove_duplicates""]]","[""DATA_CONTRACT""]","[{""contract"":""PIPELINE_CONFIGURATION"",""node_id"":""class:thefuck/types.py::Settings""},{""contract"":""PIPELINE_CONFIGURATION"",""node_id"":""class:thefuck/types.py::SortedCorrectedCommandsSequence""}]","[""class:thefuck/types.py::Settings""]"
bugsinpy-thefuck-24,nvbn/thefuck,ORACLE_CANDIDATE,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,2,True,True,"[[""thefuck/types.py"", ""CorrectedCommand""], [""thefuck/types.py"", ""CorrectedCommand.__eq__""], [""thefuck/types.py"", ""CorrectedCommand.__hash__""], [""thefuck/types.py"", ""CorrectedCommand.__init__""], [""thefuck/types.py"", ""CorrectedCommand.__repr__""], [""thefuck/types.py"", ""SortedCorrectedCommandsSequence""], [""thefuck/types.py"", ""SortedCorrectedCommandsSequence._get_first_two_unique""], [""thefuck/types.py"", ""SortedCorrectedCommandsSequence._remove_duplicates""]]","[""DATA_CONTRACT""]","[{""contract"":""PIPELINE_CONFIGURATION"",""node_id"":""class:thefuck/types.py::Settings""},{""contract"":""PIPELINE_CONFIGURATION"",""node_id"":""class:thefuck/types.py::SortedCorrectedCommandsSequence""}]","[""class:thefuck/types.py::Settings""]"
bugsinpy-thefuck-24,nvbn/thefuck,ORACLE_CONTRACT,DIAGNOSIS_CONFIRMED,1.0,0.0,0.0,3,False,True,"[[""thefuck/types.py"", ""CorrectedCommand""], [""thefuck/types.py"", ""CorrectedCommand.__eq__""], [""thefuck/types.py"", ""CorrectedCommand.__hash__""], [""thefuck/types.py"", ""CorrectedCommand.__init__""], [""thefuck/types.py"", ""CorrectedCommand.__repr__""], [""thefuck/types.py"", ""SortedCorrectedCommandsSequence""], [""thefuck/types.py"", ""SortedCorrectedCommandsSequence._get_first_two_unique""], [""thefuck/types.py"", ""SortedCorrectedCommandsSequence._remove_duplicates""]]","[""DATA_CONTRACT""]","[{""contract"":""DATA_CONTRACT"",""node_id"":""class:thefuck/types.py::Settings""},{""contract"":""DATA_CONTRACT"",""node_id"":""class:thefuck/types.py::SortedCorrectedCommandsSequence""},{""contract"":""DATA_CONTRACT"",""node_id"":""class:thefuck/conf.py::_DefaultRulesNames""}]","[""class:thefuck/types.py::Settings""]"
bugsinpy-thefuck-24,nvbn/thefuck,ORACLE_BOTH,DIAGNOSIS_CONFIRMED,1.0,0.0,0.0,3,True,True,"[[""thefuck/types.py"", ""CorrectedCommand""], [""thefuck/types.py"", ""CorrectedCommand.__eq__""], [""thefuck/types.py"", ""CorrectedCommand.__hash__""], [""thefuck/types.py"", ""CorrectedCommand.__init__""], [""thefuck/types.py"", ""CorrectedCommand.__repr__""], [""thefuck/types.py"", ""SortedCorrectedCommandsSequence""], [""thefuck/types.py"", ""SortedCorrectedCommandsSequence._get_first_two_unique""], [""thefuck/types.py"", ""SortedCorrectedCommandsSequence._remove_duplicates""]]","[""DATA_CONTRACT""]","[{""contract"":""DATA_CONTRACT"",""node_id"":""class:thefuck/types.py::Settings""},{""contract"":""DATA_CONTRACT"",""node_id"":""class:thefuck/types.py::SortedCorrectedCommandsSequence""},{""contract"":""DATA_CONTRACT"",""node_id"":""function:thefuck/types.py::SortedCorrectedCommandsSequence._remove_duplicates""}]","[""class:thefuck/types.py::Settings""]"
bugsinpy-youtube-dl-13,ytdl-org/youtube-dl,BASELINE,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,3,False,True,"[[""youtube_dl/utils.py"", ""urljoin""]]","[""ARTIFACT_PROVENANCE""]","[{""contract"":""SERIALIZATION"",""node_id"":""class:youtube_dl/downloader/f4m.py::F4mFD""},{""contract"":""SERIALIZATION"",""node_id"":""class:youtube_dl/extractor/twitch.py::TwitchBaseIE""},{""contract"":""SERIALIZATION"",""node_id"":""class:youtube_dl/extractor/viewlift.py::ViewLiftIE""}]","[""class:youtube_dl/downloader/f4m.py::F4mFD""]"
bugsinpy-youtube-dl-13,ytdl-org/youtube-dl,ORACLE_CANDIDATE,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,3,True,True,"[[""youtube_dl/utils.py"", ""urljoin""]]","[""ARTIFACT_PROVENANCE""]","[{""contract"":""SERIALIZATION"",""node_id"":""class:youtube_dl/downloader/f4m.py::F4mFD""},{""contract"":""SERIALIZATION"",""node_id"":""class:youtube_dl/extractor/twitch.py::TwitchBaseIE""},{""contract"":""SERIALIZATION"",""node_id"":""class:youtube_dl/extractor/viewlift.py::ViewLiftIE""}]","[""class:youtube_dl/downloader/f4m.py::F4mFD""]"
bugsinpy-youtube-dl-13,ytdl-org/youtube-dl,ORACLE_CONTRACT,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,3,False,True,"[[""youtube_dl/utils.py"", ""urljoin""]]","[""ARTIFACT_PROVENANCE""]","[{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:youtube_dl/aes.py::aes_decrypt_text.Counter""},{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:youtube_dl/downloader/f4m.py::F4mFD""},{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:youtube_dl/extractor/twitch.py::TwitchBaseIE""}]","[""class:youtube_dl/aes.py::aes_decrypt_text.Counter""]"
bugsinpy-youtube-dl-13,ytdl-org/youtube-dl,ORACLE_BOTH,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,3,True,True,"[[""youtube_dl/utils.py"", ""urljoin""]]","[""ARTIFACT_PROVENANCE""]","[{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:youtube_dl/aes.py::aes_decrypt_text.Counter""},{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:youtube_dl/downloader/f4m.py::F4mFD""},{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:youtube_dl/extractor/twitch.py::TwitchBaseIE""}]","[""class:youtube_dl/aes.py::aes_decrypt_text.Counter""]"
bugsinpy-PySnooper-2,cool-RR/PySnooper,BASELINE,DIAGNOSIS_CANDIDATES,0.0,0.0,0.0,1,False,True,"[[""pysnooper/tracer.py"", ""FileWriter""], [""pysnooper/tracer.py"", ""FileWriter.write""], [""pysnooper/tracer.py"", ""Tracer""], [""pysnooper/tracer.py"", ""Tracer.__call__""], [""pysnooper/tracer.py"", ""Tracer.__enter__""], [""pysnooper/tracer.py"", ""Tracer.__exit__""], [""pysnooper/tracer.py"", ""Tracer.__init__""], [""pysnooper/tracer.py"", ""Tracer.trace""], [""pysnooper/tracer.py"", ""get_local_reprs""], [""pysnooper/tracer.py"", ""get_source_from_frame""]]","[""DATA_CONTRACT""]","[{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:pysnooper/tracer.py::FileWriter""}]",[]
bugsinpy-PySnooper-2,cool-RR/PySnooper,ORACLE_CANDIDATE,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,2,True,True,"[[""pysnooper/tracer.py"", ""FileWriter""], [""pysnooper/tracer.py"", ""FileWriter.write""], [""pysnooper/tracer.py"", ""Tracer""], [""pysnooper/tracer.py"", ""Tracer.__call__""], [""pysnooper/tracer.py"", ""Tracer.__enter__""], [""pysnooper/tracer.py"", ""Tracer.__exit__""], [""pysnooper/tracer.py"", ""Tracer.__init__""], [""pysnooper/tracer.py"", ""Tracer.trace""], [""pysnooper/tracer.py"", ""get_local_reprs""], [""pysnooper/tracer.py"", ""get_source_from_frame""]]","[""DATA_CONTRACT""]","[{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""function:pysnooper/tracer.py::FileWriter.write""},{""contract"":""SERIALIZATION"",""node_id"":""function:pysnooper/tracer.py::get_source_from_frame""}]","[""function:pysnooper/tracer.py::FileWriter.write""]"
bugsinpy-PySnooper-2,cool-RR/PySnooper,ORACLE_CONTRACT,DIAGNOSIS_CONFIRMED,1.0,0.0,0.0,3,False,True,"[[""pysnooper/tracer.py"", ""FileWriter""], [""pysnooper/tracer.py"", ""FileWriter.write""], [""pysnooper/tracer.py"", ""Tracer""], [""pysnooper/tracer.py"", ""Tracer.__call__""], [""pysnooper/tracer.py"", ""Tracer.__enter__""], [""pysnooper/tracer.py"", ""Tracer.__exit__""], [""pysnooper/tracer.py"", ""Tracer.__init__""], [""pysnooper/tracer.py"", ""Tracer.trace""], [""pysnooper/tracer.py"", ""get_local_reprs""], [""pysnooper/tracer.py"", ""get_source_from_frame""]]","[""DATA_CONTRACT""]","[{""contract"":""DATA_CONTRACT"",""node_id"":""class:pysnooper/pycompat.py::ABC""},{""contract"":""DATA_CONTRACT"",""node_id"":""class:pysnooper/tracer.py::Tracer""},{""contract"":""DATA_CONTRACT"",""node_id"":""class:pysnooper/tracer.py::UnavailableSource""}]","[""class:pysnooper/pycompat.py::ABC""]"
bugsinpy-PySnooper-2,cool-RR/PySnooper,ORACLE_BOTH,DIAGNOSIS_CONFIRMED,1.0,0.0,0.0,3,True,True,"[[""pysnooper/tracer.py"", ""FileWriter""], [""pysnooper/tracer.py"", ""FileWriter.write""], [""pysnooper/tracer.py"", ""Tracer""], [""pysnooper/tracer.py"", ""Tracer.__call__""], [""pysnooper/tracer.py"", ""Tracer.__enter__""], [""pysnooper/tracer.py"", ""Tracer.__exit__""], [""pysnooper/tracer.py"", ""Tracer.__init__""], [""pysnooper/tracer.py"", ""Tracer.trace""], [""pysnooper/tracer.py"", ""get_local_reprs""], [""pysnooper/tracer.py"", ""get_source_from_frame""]]","[""DATA_CONTRACT""]","[{""contract"":""DATA_CONTRACT"",""node_id"":""class:pysnooper/pycompat.py::ABC""},{""contract"":""DATA_CONTRACT"",""node_id"":""class:pysnooper/tracer.py::Tracer""},{""contract"":""DATA_CONTRACT"",""node_id"":""class:pysnooper/tracer.py::UnavailableSource""}]","[""class:pysnooper/pycompat.py::ABC""]"
bugsinpy-pandas-73,pandas-dev/pandas,BASELINE,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,3,False,False,"[[""pandas/core/frame.py"", ""DataFrame""], [""pandas/core/frame.py"", ""DataFrame._combine_frame""], [""pandas/core/frame.py"", ""DataFrame._combine_match_index""], [""pandas/core/ops/missing.py"", ""mask_zero_div_zero""]]","[""CONFIGURATION"", ""DATA_CONTRACT""]","[{""contract"":""DATA_CONTRACT"",""node_id"":""function:pandas/core/ops/__init__.py::_align_method_FRAME""},{""contract"":""DATA_CONTRACT"",""node_id"":""function:pandas/core/dtypes/common.py::is_extension_array_dtype""},{""contract"":""DATA_CONTRACT"",""node_id"":""function:pandas/core/generic.py::NDFrame._init_mgr""}]","[""function:pandas/core/ops/__init__.py::_align_method_FRAME""]"
bugsinpy-pandas-73,pandas-dev/pandas,ORACLE_CANDIDATE,DIAGNOSIS_CONFIRMED,1.0,1.0,1.0,3,True,False,"[[""pandas/core/frame.py"", ""DataFrame""], [""pandas/core/frame.py"", ""DataFrame._combine_frame""], [""pandas/core/frame.py"", ""DataFrame._combine_match_index""], [""pandas/core/ops/missing.py"", ""mask_zero_div_zero""]]","[""CONFIGURATION"", ""DATA_CONTRACT""]","[{""contract"":""DATA_CONTRACT"",""node_id"":""function:pandas/core/ops/missing.py::mask_zero_div_zero""},{""contract"":""DATA_CONTRACT"",""node_id"":""function:pandas/core/ops/__init__.py::_align_method_FRAME""},{""contract"":""DATA_CONTRACT"",""node_id"":""function:pandas/core/dtypes/common.py::is_extension_array_dtype""}]","[""function:pandas/core/ops/missing.py::mask_zero_div_zero""]"
bugsinpy-pandas-73,pandas-dev/pandas,ORACLE_CONTRACT,INSUFFICIENT_EVIDENCE,0.0,0.0,0.0,0,False,False,"[[""pandas/core/frame.py"", ""DataFrame""], [""pandas/core/frame.py"", ""DataFrame._combine_frame""], [""pandas/core/frame.py"", ""DataFrame._combine_match_index""], [""pandas/core/ops/missing.py"", ""mask_zero_div_zero""]]","[""CONFIGURATION"", ""DATA_CONTRACT""]",[],[]
bugsinpy-pandas-73,pandas-dev/pandas,ORACLE_BOTH,DIAGNOSIS_CONFIRMED,1.0,1.0,1.0,1,True,False,"[[""pandas/core/frame.py"", ""DataFrame""], [""pandas/core/frame.py"", ""DataFrame._combine_frame""], [""pandas/core/frame.py"", ""DataFrame._combine_match_index""], [""pandas/core/ops/missing.py"", ""mask_zero_div_zero""]]","[""CONFIGURATION"", ""DATA_CONTRACT""]","[{""contract"":""DATA_CONTRACT"",""node_id"":""function:pandas/core/ops/missing.py::mask_zero_div_zero""}]","[""function:pandas/core/ops/missing.py::mask_zero_div_zero""]"
bugsinpy-httpie-3,jakubroztocil/httpie,BASELINE,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,3,False,False,"[[""httpie/sessions.py"", ""Session""], [""httpie/sessions.py"", ""Session.update_headers""]]","[""CONFIGURATION""]","[{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""function:httpie/downloads.py::Download.pre_request""},{""contract"":""SERIALIZATION"",""node_id"":""function:httpie/core.py::decode_args""},{""contract"":""SERIALIZATION"",""node_id"":""class:httpie/context.py::Environment""}]","[""function:httpie/downloads.py::Download.pre_request""]"
bugsinpy-httpie-3,jakubroztocil/httpie,ORACLE_CANDIDATE,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,3,True,False,"[[""httpie/sessions.py"", ""Session""], [""httpie/sessions.py"", ""Session.update_headers""]]","[""CONFIGURATION""]","[{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""function:httpie/downloads.py::Download.pre_request""},{""contract"":""SERIALIZATION"",""node_id"":""class:httpie/sessions.py::Session""},{""contract"":""SERIALIZATION"",""node_id"":""function:httpie/core.py::decode_args""}]","[""function:httpie/downloads.py::Download.pre_request""]"
bugsinpy-httpie-3,jakubroztocil/httpie,ORACLE_CONTRACT,INSUFFICIENT_EVIDENCE,0.0,0.0,0.0,0,False,False,"[[""httpie/sessions.py"", ""Session""], [""httpie/sessions.py"", ""Session.update_headers""]]","[""CONFIGURATION""]",[],[]
bugsinpy-httpie-3,jakubroztocil/httpie,ORACLE_BOTH,INSUFFICIENT_EVIDENCE,0.0,0.0,0.0,0,True,False,"[[""httpie/sessions.py"", ""Session""], [""httpie/sessions.py"", ""Session.update_headers""]]","[""CONFIGURATION""]",[],[]
bugsinpy-fastapi-6,tiangolo/fastapi,BASELINE,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,3,False,True,"[[""fastapi/dependencies/utils.py"", ""request_body_to_args""]]","[""DATA_CONTRACT""]","[{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:fastapi/routing.py::APIRouter""},{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""function:fastapi/dependencies/models.py::Dependant.__init__""},{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:fastapi/applications.py::FastAPI""}]","[""class:fastapi/routing.py::APIRouter""]"
bugsinpy-fastapi-6,tiangolo/fastapi,ORACLE_CANDIDATE,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,3,True,True,"[[""fastapi/dependencies/utils.py"", ""request_body_to_args""]]","[""DATA_CONTRACT""]","[{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:fastapi/routing.py::APIRouter""},{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""function:fastapi/dependencies/models.py::Dependant.__init__""},{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:fastapi/applications.py::FastAPI""}]","[""class:fastapi/routing.py::APIRouter""]"
bugsinpy-fastapi-6,tiangolo/fastapi,ORACLE_CONTRACT,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,3,False,True,"[[""fastapi/dependencies/utils.py"", ""request_body_to_args""]]","[""DATA_CONTRACT""]","[{""contract"":""DATA_CONTRACT"",""node_id"":""class:fastapi/dependencies/models.py::SecurityRequirement""},{""contract"":""DATA_CONTRACT"",""node_id"":""class:fastapi/routing.py::APIRouter""},{""contract"":""DATA_CONTRACT"",""node_id"":""function:fastapi/dependencies/models.py::Dependant.__init__""}]","[""class:fastapi/dependencies/models.py::SecurityRequirement""]"
bugsinpy-fastapi-6,tiangolo/fastapi,ORACLE_BOTH,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,3,True,True,"[[""fastapi/dependencies/utils.py"", ""request_body_to_args""]]","[""DATA_CONTRACT""]","[{""contract"":""DATA_CONTRACT"",""node_id"":""class:fastapi/dependencies/models.py::SecurityRequirement""},{""contract"":""DATA_CONTRACT"",""node_id"":""class:fastapi/routing.py::APIRouter""},{""contract"":""DATA_CONTRACT"",""node_id"":""function:fastapi/dependencies/models.py::Dependant.__init__""}]","[""class:fastapi/dependencies/models.py::SecurityRequirement""]"
bugsinpy-tornado-15,tornadoweb/tornado,BASELINE,INSUFFICIENT_EVIDENCE,0.0,0.0,0.0,0,False,False,"[[""setup.py"", null], [""tornado/web.py"", ""StaticFileHandler""], [""tornado/web.py"", ""StaticFileHandler.validate_absolute_path""]]","[""ARTIFACT_PROVENANCE"", ""CONFIGURATION""]",[],[]
bugsinpy-tornado-15,tornadoweb/tornado,ORACLE_CANDIDATE,DIAGNOSIS_CONFIRMED,1.0,1.0,1.0,2,True,False,"[[""setup.py"", null], [""tornado/web.py"", ""StaticFileHandler""], [""tornado/web.py"", ""StaticFileHandler.validate_absolute_path""]]","[""ARTIFACT_PROVENANCE"", ""CONFIGURATION""]","[{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:tornado/web.py::StaticFileHandler""},{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""function:tornado/web.py::StaticFileHandler.validate_absolute_path""}]","[""class:tornado/web.py::StaticFileHandler""]"
bugsinpy-tornado-15,tornadoweb/tornado,ORACLE_CONTRACT,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,3,False,False,"[[""setup.py"", null], [""tornado/web.py"", ""StaticFileHandler""], [""tornado/web.py"", ""StaticFileHandler.validate_absolute_path""]]","[""ARTIFACT_PROVENANCE"", ""CONFIGURATION""]","[{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:tornado/concurrent.py::Future""},{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:tornado/ioloop.py::PollIOLoop""},{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:tornado/concurrent.py::ReturnValueIgnoredError""}]","[""class:tornado/concurrent.py::Future""]"
bugsinpy-tornado-15,tornadoweb/tornado,ORACLE_BOTH,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,3,True,False,"[[""setup.py"", null], [""tornado/web.py"", ""StaticFileHandler""], [""tornado/web.py"", ""StaticFileHandler.validate_absolute_path""]]","[""ARTIFACT_PROVENANCE"", ""CONFIGURATION""]","[{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:tornado/concurrent.py::Future""},{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:tornado/ioloop.py::PollIOLoop""},{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:tornado/concurrent.py::ReturnValueIgnoredError""}]","[""class:tornado/concurrent.py::Future""]"
bugsinpy-black-5,psf/black,BASELINE,INSUFFICIENT_EVIDENCE,0.0,0.0,0.0,0,False,False,"[[""black.py"", ""Line""], [""black.py"", ""Line.maybe_remove_trailing_comma""], [""black.py"", ""bracket_split_build_line""]]","[""CONFIGURATION""]",[],[]
bugsinpy-black-5,psf/black,ORACLE_CANDIDATE,INSUFFICIENT_EVIDENCE,0.0,0.0,0.0,0,True,False,"[[""black.py"", ""Line""], [""black.py"", ""Line.maybe_remove_trailing_comma""], [""black.py"", ""bracket_split_build_line""]]","[""CONFIGURATION""]",[],[]
bugsinpy-black-5,psf/black,ORACLE_CONTRACT,INSUFFICIENT_EVIDENCE,0.0,0.0,0.0,0,False,False,"[[""black.py"", ""Line""], [""black.py"", ""Line.maybe_remove_trailing_comma""], [""black.py"", ""bracket_split_build_line""]]","[""CONFIGURATION""]",[],[]
bugsinpy-black-5,psf/black,ORACLE_BOTH,INSUFFICIENT_EVIDENCE,0.0,0.0,0.0,0,True,False,"[[""black.py"", ""Line""], [""black.py"", ""Line.maybe_remove_trailing_comma""], [""black.py"", ""bracket_split_build_line""]]","[""CONFIGURATION""]",[],[]
bugsinpy-thefuck-9,nvbn/thefuck,BASELINE,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,3,False,False,"[[""thefuck/rules/git_push.py"", ""get_new_command""]]","[""CONFIGURATION""]","[{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:thefuck/types.py::Rule""},{""contract"":""SERIALIZATION"",""node_id"":""function:thefuck/shells/generic.py::Generic.split_command""},{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:thefuck/conf.py::Settings""}]","[""class:thefuck/types.py::Rule""]"
bugsinpy-thefuck-9,nvbn/thefuck,ORACLE_CANDIDATE,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,3,True,False,"[[""thefuck/rules/git_push.py"", ""get_new_command""]]","[""CONFIGURATION""]","[{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:thefuck/types.py::Rule""},{""contract"":""SERIALIZATION"",""node_id"":""function:thefuck/shells/generic.py::Generic.split_command""},{""contract"":""ARTIFACT_PROVENANCE"",""node_id"":""class:thefuck/conf.py::Settings""}]","[""class:thefuck/types.py::Rule""]"
bugsinpy-thefuck-9,nvbn/thefuck,ORACLE_CONTRACT,INSUFFICIENT_EVIDENCE,0.0,0.0,0.0,0,False,False,"[[""thefuck/rules/git_push.py"", ""get_new_command""]]","[""CONFIGURATION""]",[],[]
bugsinpy-thefuck-9,nvbn/thefuck,ORACLE_BOTH,INSUFFICIENT_EVIDENCE,0.0,0.0,0.0,0,True,False,"[[""thefuck/rules/git_push.py"", ""get_new_command""]]","[""CONFIGURATION""]",[],[]
bugsinpy-youtube-dl-37,ytdl-org/youtube-dl,BASELINE,DIAGNOSIS_CONFIRMED,0.0,0.0,0.0,3,False,True,"[[""youtube_dl/utils.py"", ""uppercase_escape""]]","[""SERIALIZATION""]","[{""contract"":""SERIALIZATION"",""node_id"":""class:youtube_dl/YoutubeDL.py::YoutubeDL""},{""contract"":""SERIALIZATION"",""node_id"":""class:youtube_dl/downloader/rtmp.py::RtmpFD""},{""contract"":""SERIALIZATION"",""node_id"":""class:youtube_dl/extractor/addanime.py::AddAnimeIE""}]","[""class:youtube_dl/YoutubeDL.py::YoutubeDL""]"
