incident_id,repository,variant,status,available,unavailable_reason,candidate_recall_at_5,candidate_recall_at_10,candidate_recall_at_20,reciprocal_rank,file_hit_at_3,symbol_hit_at_3,contract_correct,gold_contracts,predicted_contract,joint_hit_at_3,coverage,retrieval_coverage,contract_coverage,confirmed_diagnosis_coverage,repair_coverage,confirmed_correct,false_localization,candidate_count,context_lines,search_space_reduction,runtime_ms,evidence_request_count,active_evidence_status,active_evidence_details,route,top_k_signature,trajectory,evidence_requests
bugsinpy-black-18,psf/black,R0,DIAGNOSIS_CANDIDATES,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""CONFIGURATION""]",CONFIGURATION,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20,912,0.9652777777777778,83.649339,0,NOT_REQUESTED,{},EXECUTED_SLICE_GRAPH,"[""function:black.py::lib2to3_parse"",""function:black.py::EmptyLineTracker.maybe_empty_lines"",""function:black.py::get_future_imports"",""function:black.py::is_python36"",""function:black.py::split_line"",""function:blib2to3/pgen2/driver.py::Driver.parse_string"",""function:blib2to3/pgen2/tokenize.py::generate_tokens"",""class:blib2to3/pgen2/driver.py::Driver"",""function:blib2to3/pytree.py::Base.changed"",""function:black.py::EmptyLineTracker._maybe_empty_lines""]",[],[]
bugsinpy-black-18,psf/black,R1,DIAGNOSIS_CANDIDATES,True,,0.0,0.0,1.0,0.08333333333333333,0.0,0.0,1.0,"[""CONFIGURATION""]",CONFIGURATION,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20,751,0.9652777777777778,46.125434,0,NOT_REQUESTED,{},EXECUTED_SLICE_GRAPH,"[""function:black.py::LineGenerator.visit"",""class:black.py::BracketTracker"",""function:black.py::format_str"",""function:black.py::split_line"",""function:black.py::DebugVisitor.visit_default"",""function:black.py::EmptyLineTracker._maybe_empty_lines"",""function:black.py::Line.__bool__"",""function:black.py::Line.append"",""function:blib2to3/pytree.py::Leaf.prefix"",""function:black.py::LineGenerator.line""]",[],[]
bugsinpy-black-18,psf/black,R3,DIAGNOSIS_CANDIDATES,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""CONFIGURATION""]",CONFIGURATION,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20,2191,0.9652777777777778,126.117786,0,NOT_REQUESTED,{},EXECUTED_SLICE_GRAPH,"[""function:black.py::lib2to3_parse"",""function:black.py::format_file_in_place"",""function:black.py::format_str"",""function:black.py::format_file_contents"",""function:black.py::EmptyLineTracker._maybe_empty_lines"",""function:black.py::split_line"",""function:black.py::EmptyLineTracker.maybe_empty_lines"",""class:black.py::BracketTracker"",""function:black.py::LineGenerator.line"",""function:blib2to3/pgen2/driver.py::Driver.parse_tokens""]",[],[]
bugsinpy-black-18,psf/black,R5,DIAGNOSIS_CANDIDATES,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""CONFIGURATION""]",CONFIGURATION,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20,1952,0.9652777777777778,265.920046,0,NOT_REQUESTED,{},EXECUTED_SLICE_GRAPH,"[""function:black.py::format_file_in_place"",""function:black.py::format_str"",""function:black.py::format_file_contents"",""function:black.py::lib2to3_parse"",""function:black.py::EmptyLineTracker._maybe_empty_lines"",""function:black.py::split_line"",""function:black.py::EmptyLineTracker.maybe_empty_lines"",""class:black.py::BracketTracker"",""function:black.py::LineGenerator.line"",""function:blib2to3/pgen2/driver.py::Driver.parse_tokens""]",[],[]
bugsinpy-black-18,psf/black,R6,DIAGNOSIS_CANDIDATES,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""CONFIGURATION""]",CONFIGURATION,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20,1952,0.9652777777777778,268.923876,1,ACTIVE_EVIDENCE_UNAVAILABLE,"{""contract_after"": ""OUTPUT_FORMAT"", ""contract_before"": ""OUTPUT_FORMAT"", ""reason"": ""probe_did_not_distinguish_candidates""}",EXECUTED_SLICE_GRAPH,"[""function:black.py::format_file_in_place"",""function:black.py::format_str"",""function:black.py::format_file_contents"",""function:black.py::lib2to3_parse"",""function:black.py::EmptyLineTracker._maybe_empty_lines"",""function:black.py::split_line"",""function:black.py::EmptyLineTracker.maybe_empty_lines"",""class:black.py::BracketTracker"",""function:black.py::LineGenerator.line"",""function:blib2to3/pgen2/driver.py::Driver.parse_tokens""]",[],"[{""command"": [""python"", ""-m"", ""pytest"", ""tests/test_black.py"", ""-x"", ""-vv"", ""--showlocals""], ""distinguished_hypotheses"": [""function:black.py::format_file_in_place"", ""function:black.py::format_str"", ""function:black.py::format_file_contents""], ""estimated_cost"": 1.0, ""expected_observation"": ""runtime types and values at the top candidate frames"", ""safety_level"": ""READ_ONLY_TEST_EXECUTION"", ""timeout_seconds"": 300, ""utility"": 3.288375151374644}]"
bugsinpy-thefuck-24,nvbn/thefuck,R0,DIAGNOSIS_CANDIDATES,True,,1.0,1.0,1.0,0.5,1.0,1.0,0.0,"[""DATA_CONTRACT""]",CONFIGURATION,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6,99,0.9894551845342706,89.037921,0,NOT_REQUESTED,{},GLOBAL_MULTI_OBLIGATION,"[""class:thefuck/conf.py::_DefaultRulesNames"",""class:thefuck/types.py::SortedCorrectedCommandsSequence"",""file:thefuck/__init__.py"",""file:thefuck/logs.py"",""class:thefuck/types.py::RulesNamesList"",""class:thefuck/types.py::Settings""]",[],[]
bugsinpy-thefuck-24,nvbn/thefuck,R1,DIAGNOSIS_CANDIDATES,True,,1.0,1.0,1.0,0.25,0.0,0.0,0.0,"[""DATA_CONTRACT""]",CONFIGURATION,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20,288,0.9648506151142355,209.810146,0,NOT_REQUESTED,{},GLOBAL_MULTI_OBLIGATION,"[""class:tests/test_types.py::TestCorrectedCommand"",""class:thefuck/types.py::RulesNamesList"",""class:thefuck/conf.py::_DefaultRulesNames"",""class:thefuck/types.py::SortedCorrectedCommandsSequence"",""class:thefuck/types.py::Settings"",""file:thefuck/__init__.py"",""file:thefuck/logs.py"",""function:thefuck/logs.py::color"",""class:tests/test_types.py::TestSortedCorrectedCommandsSequence"",""function:thefuck/conf.py::get_settings""]",[],[]
bugsinpy-thefuck-24,nvbn/thefuck,R3,DIAGNOSIS_CANDIDATES,True,,1.0,1.0,1.0,0.5,1.0,1.0,0.0,"[""DATA_CONTRACT""]",CONFIGURATION,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20,229,0.9648506151142355,392.122211,0,NOT_REQUESTED,{},GLOBAL_MULTI_OBLIGATION,"[""class:tests/test_types.py::TestCorrectedCommand"",""class:thefuck/types.py::SortedCorrectedCommandsSequence"",""class:thefuck/conf.py::_DefaultRulesNames"",""function:tests/utils.py::CorrectedCommand"",""class:thefuck/types.py::RulesNamesList"",""class:tests/test_types.py::TestSortedCorrectedCommandsSequence"",""class:thefuck/types.py::Settings"",""file:thefuck/__init__.py"",""file:thefuck/logs.py"",""function:thefuck/types.py::SortedCorrectedCommandsSequence._remove_duplicates""]",[],[]
bugsinpy-thefuck-24,nvbn/thefuck,R5,DIAGNOSIS_CANDIDATES,True,,1.0,1.0,1.0,0.5,1.0,1.0,0.0,"[""DATA_CONTRACT""]",CONFIGURATION,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20,295,0.9648506151142355,1203.428881,0,NOT_REQUESTED,{},GLOBAL_MULTI_OBLIGATION,"[""class:tests/test_types.py::TestCorrectedCommand"",""class:thefuck/types.py::SortedCorrectedCommandsSequence"",""class:thefuck/conf.py::_DefaultRulesNames"",""function:tests/utils.py::CorrectedCommand"",""class:tests/test_types.py::TestSortedCorrectedCommandsSequence"",""class:thefuck/types.py::RulesNamesList"",""class:thefuck/types.py::Settings"",""function:thefuck/types.py::SortedCorrectedCommandsSequence._remove_duplicates"",""function:thefuck/corrector.py::make_corrected_commands"",""function:thefuck/corrector.py::get_corrected_commands""]",[],[]
bugsinpy-thefuck-24,nvbn/thefuck,R6,DIAGNOSIS_CANDIDATES,True,,1.0,1.0,1.0,0.5,1.0,1.0,0.0,"[""DATA_CONTRACT""]",CONFIGURATION,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20,295,0.9648506151142355,1220.022396,1,ACTIVE_EVIDENCE_UNAVAILABLE,"{""contract_after"": ""API_BEHAVIOR"", ""contract_before"": ""API_BEHAVIOR"", ""reason"": ""probe_did_not_distinguish_candidates""}",GLOBAL_MULTI_OBLIGATION,"[""class:tests/test_types.py::TestCorrectedCommand"",""class:thefuck/types.py::SortedCorrectedCommandsSequence"",""class:thefuck/conf.py::_DefaultRulesNames"",""function:tests/utils.py::CorrectedCommand"",""class:tests/test_types.py::TestSortedCorrectedCommandsSequence"",""class:thefuck/types.py::RulesNamesList"",""class:thefuck/types.py::Settings"",""function:thefuck/types.py::SortedCorrectedCommandsSequence._remove_duplicates"",""function:thefuck/corrector.py::make_corrected_commands"",""function:thefuck/corrector.py::get_corrected_commands""]",[],"[{""command"": [""python"", ""-m"", ""pytest"", ""tests/test_types.py::TestCorrectedCommand::test_equality"", ""-x"", ""-vv"", ""--showlocals""], ""distinguished_hypotheses"": [""class:tests/test_types.py::TestCorrectedCommand"", ""class:thefuck/types.py::SortedCorrectedCommandsSequence"", ""class:thefuck/conf.py::_DefaultRulesNames""], ""estimated_cost"": 1.0, ""expected_observation"": ""runtime types and values at the top candidate frames"", ""safety_level"": ""READ_ONLY_TEST_EXECUTION"", ""timeout_seconds"": 300, ""utility"": 1.913871101457294}]"
bugsinpy-youtube-dl-13,ytdl-org/youtube-dl,R0,DIAGNOSIS_CONFIRMED,True,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[""ARTIFACT_PROVENANCE""]",ARTIFACT_PROVENANCE,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,19,3773,0.9964565460649012,4355.292537,0,NOT_REQUESTED,{},EXECUTED_SLICE_GRAPH,"[""class:youtube_dl/downloader/f4m.py::F4mFD"",""class:youtube_dl/downloader/hls.py::HlsFD"",""class:youtube_dl/downloader/rtmp.py::RtmpFD"",""class:youtube_dl/extractor/pladform.py::PladformIE"",""class:youtube_dl/extractor/twitch.py::TwitchBaseIE"",""class:youtube_dl/extractor/viewlift.py::ViewLiftIE"",""class:youtube_dl/YoutubeDL.py::YoutubeDL"",""file:youtube_dl/__init__.py"",""class:youtube_dl/aes.py::aes_decrypt_text.Counter"",""class:youtube_dl/cache.py::Cache""]",[],[]
bugsinpy-youtube-dl-13,ytdl-org/youtube-dl,R1,DIAGNOSIS_CANDIDATES,True,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[""ARTIFACT_PROVENANCE""]",ARTIFACT_PROVENANCE,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20,1188,0.9962700484893696,43.540796,0,NOT_REQUESTED,{},EXECUTED_SLICE_GRAPH,"[""class:youtube_dl/utils.py::ContentTooShortError"",""class:youtube_dl/extractor/zattoo.py::BBVTVIE"",""class:youtube_dl/extractor/daum.py::DaumClipIE"",""class:youtube_dl/extractor/youtube.py::YoutubeBaseInfoExtractor"",""class:youtube_dl/extractor/twitch.py::TwitchAllVideosIE"",""function:youtube_dl/extractor/common.py::InfoExtractor.ie_key"",""class:youtube_dl/extractor/arte.py::ArteTVBaseIE"",""class:youtube_dl/extractor/npo.py::AndereTijdenIE"",""class:youtube_dl/extractor/nrk.py::NRKBaseIE"",""function:youtube_dl/extractor/zattoo.py::_make_valid_url""]",[],[]
bugsinpy-youtube-dl-13,ytdl-org/youtube-dl,R3,DIAGNOSIS_CONFIRMED,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""ARTIFACT_PROVENANCE""]",ARTIFACT_PROVENANCE,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,20,5900,0.9962700484893696,3240.847517,0,NOT_REQUESTED,{},EXECUTED_SLICE_GRAPH,"[""function:youtube_dl/utils.py::urljoin"",""class:youtube_dl/downloader/rtmp.py::RtmpFD"",""class:youtube_dl/utils.py::ContentTooShortError"",""class:youtube_dl/downloader/f4m.py::F4mFD"",""class:youtube_dl/downloader/common.py::FileDownloader"",""class:youtube_dl/downloader/hls.py::HlsFD"",""class:youtube_dl/extractor/vimeo.py::VHXEmbedIE"",""class:youtube_dl/extractor/zattoo.py::BBVTVIE"",""class:youtube_dl/extractor/pladform.py::PladformIE"",""class:youtube_dl/extractor/youtube.py::YoutubeBaseInfoExtractor""]",[],[]
bugsinpy-youtube-dl-13,ytdl-org/youtube-dl,R5,DIAGNOSIS_CONFIRMED,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""ARTIFACT_PROVENANCE""]",ARTIFACT_PROVENANCE,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,20,5349,0.9962700484893696,233.341896,0,NOT_REQUESTED,{},EXECUTED_SLICE_GRAPH,"[""function:youtube_dl/utils.py::urljoin"",""class:youtube_dl/downloader/rtmp.py::RtmpFD"",""class:youtube_dl/utils.py::ContentTooShortError"",""class:youtube_dl/downloader/f4m.py::F4mFD"",""class:youtube_dl/downloader/common.py::FileDownloader"",""function:youtube_dl/extractor/zattoo.py::_make_valid_url"",""class:youtube_dl/downloader/hls.py::HlsFD"",""class:youtube_dl/extractor/vimeo.py::VHXEmbedIE"",""class:youtube_dl/extractor/zattoo.py::BBVTVIE"",""class:youtube_dl/extractor/youtube.py::YoutubeBaseInfoExtractor""]",[],[]
bugsinpy-youtube-dl-13,ytdl-org/youtube-dl,R6,DIAGNOSIS_CONFIRMED,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[""ARTIFACT_PROVENANCE""]",ARTIFACT_PROVENANCE,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,20,5349,0.9962700484893696,237.345919,1,ACTIVE_EVIDENCE_UNAVAILABLE,"{""contract_after"": ""ARTIFACT_PROVENANCE"", ""contract_before"": ""ARTIFACT_PROVENANCE"", ""reason"": ""probe_did_not_distinguish_candidates""}",EXECUTED_SLICE_GRAPH,"[""function:youtube_dl/utils.py::urljoin"",""class:youtube_dl/downloader/rtmp.py::RtmpFD"",""class:youtube_dl/utils.py::ContentTooShortError"",""class:youtube_dl/downloader/f4m.py::F4mFD"",""class:youtube_dl/downloader/common.py::FileDownloader"",""function:youtube_dl/extractor/zattoo.py::_make_valid_url"",""class:youtube_dl/downloader/hls.py::HlsFD"",""class:youtube_dl/extractor/vimeo.py::VHXEmbedIE"",""class:youtube_dl/extractor/zattoo.py::BBVTVIE"",""class:youtube_dl/extractor/youtube.py::YoutubeBaseInfoExtractor""]",[],"[{""command"": [""python"", ""-m"", ""pytest"", ""test/test_utils.py"", ""-x"", ""-vv"", ""--showlocals""], ""distinguished_hypotheses"": [""function:youtube_dl/utils.py::urljoin"", ""class:youtube_dl/downloader/rtmp.py::RtmpFD"", ""class:youtube_dl/utils.py::ContentTooShortError""], ""estimated_cost"": 1.0, ""expected_observation"": ""runtime types and values at the top candidate frames"", ""safety_level"": ""READ_ONLY_TEST_EXECUTION"", ""timeout_seconds"": 300, ""utility"": 2.2984420529599774}]"
bugsinpy-PySnooper-2,cool-RR/PySnooper,R0,DIAGNOSIS_CANDIDATES,True,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,"[""DATA_CONTRACT""]",UNKNOWN_CONTRACT,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12,375,0.9482758620689655,47.113022,0,NOT_REQUESTED,{},EXECUTED_SLICE_GRAPH,"[""file:pysnooper/__init__.py"",""class:pysnooper/pycompat.py::ABC"",""class:pysnooper/tracer.py::FileWriter"",""class:pysnooper/tracer.py::Tracer"",""class:pysnooper/tracer.py::UnavailableSource"",""class:pysnooper/utils.py::WritableStream"",""class:pysnooper/variables.py::Attrs"",""class:pysnooper/variables.py::BaseVariable"",""class:pysnooper/variables.py::CommonVariable"",""class:pysnooper/variables.py::Exploding""]",[],[]
bugsinpy-PySnooper-2,cool-RR/PySnooper,R1,DIAGNOSIS_CANDIDATES,True,,0.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.0,"[""DATA_CONTRACT""]",UNKNOWN_CONTRACT,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20,619,0.9137931034482758,61.787689,0,NOT_REQUESTED,{},EXECUTED_SLICE_GRAPH,"[""class:pysnooper/variables.py::Attrs"",""class:pysnooper/variables.py::Exploding"",""class:pysnooper/variables.py::Keys"",""class:pysnooper/variables.py::CommonVariable"",""class:pysnooper/variables.py::Indices"",""class:pysnooper/variables.py::BaseVariable"",""class:pysnooper/tracer.py::FileWriter"",""class:pysnooper/utils.py::WritableStream"",""class:pysnooper/tracer.py::UnavailableSource"",""class:pysnooper/tracer.py::Tracer""]",[],[]
