run_id,pipeline_id,repository_commit,case_id,mode_id,pipeline_status,detected,stage,contract_id,component_id,root_cause,dependent_violations,evidence_refs,diagnostic_cut,action,repair_plan,repair_executed,target_contract_repaired,recertified,contracts_checked,new_critical_violations,rollback_verified,reported_symptom_count,proposed_repair_count,redundant_repair_count,evidence_completeness,runtime_breakdown_ms,peak_rss_kb,artifact_bytes,canonical_sha256,expected_invalid,expected_stage,expected_contract,expected_root_cause,expected_action,fault_category,repairable,detected_correct,stage_correct,contract_correct,component_correct,root_cause_correct,action_correct,false_certification,false_blocking
external:1e95aa0c333da3c48106,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E1_TARGET_LEAKAGE,B_PAIRWISE_RULES,INVALID,True,DATA_PREPARATION,TARGET_NOT_IN_FEATURES,external.data_preparation.target_not_in_features,,[],"[""dataset_manifest.json""]",null,BLOCK,"{""operations"": [""repair_target_not_in_features""]}",False,False,False,0,0,False,1,1,0,1.0,"{""audit"": 0.6594070000573993, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5398180001066066, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.199225000164006}",392996,13965,cd09c4cde5c6883f3efebc88156ea0512204f76555b9a7bbbccca85bea8813f0,True,DATA_PREPARATION,TARGET_NOT_IN_FEATURES,TARGET_NOT_IN_FEATURES,BLOCK,LOCAL,False,True,True,True,True,False,True,False,False
external:5c776b332104bd97713e,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E1_TARGET_LEAKAGE,B_MLFLOW_QUERY,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.7326920003833948, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5653649996020249, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2980569999854197}",392996,13965,1b44fe9cce1fe7d3be8b4284d4962825f130ad2d71551a122400ec58f8ab2351,True,DATA_PREPARATION,TARGET_NOT_IN_FEATURES,TARGET_NOT_IN_FEATURES,BLOCK,LOCAL,False,False,False,False,False,False,False,True,False
external:274b43ed300e25da81b9,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E1_TARGET_LEAKAGE,B_GREEDY_CROSS_STAGE,INVALID,True,DATA_PREPARATION,TARGET_NOT_IN_FEATURES,external.data_preparation.target_not_in_features,TARGET_NOT_IN_FEATURES,[],"[""dataset_manifest.json""]",null,BLOCK,null,False,False,False,0,0,False,1,0,0,1.0,"{""audit"": 0.6685340003969031, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5399889996624552, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2085230000593583}",392996,13965,4a6a1535b6cf101c3b021bc6a58c3173d20a11f80d743da869a31c5e28a48c58,True,DATA_PREPARATION,TARGET_NOT_IN_FEATURES,TARGET_NOT_IN_FEATURES,BLOCK,LOCAL,False,True,True,True,True,True,True,False,False
external:430a26ea015787145bee,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E1_TARGET_LEAKAGE,O_FUZZYXAI,INVALID,True,DATA_PREPARATION,TARGET_NOT_IN_FEATURES,external.data_preparation.target_not_in_features,TARGET_NOT_IN_FEATURES,[],"[""dataset_manifest.json""]","{""atoms"": [], ""optimal"": false, ""size"": 0, ""solver"": ""unavailable""}",BLOCK,null,False,False,False,0,0,False,1,0,0,1.0,"{""audit"": 0.6884709991936688, ""diagnostic_cut"": 0.014786999599891715, ""graph_build"": 0.5431549998320406, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2464129986256012}",393124,13965,54784c20aad3afbc13fbe0b3318825dcd22c8b6b6fc9412cce6d40f3c889397f,True,DATA_PREPARATION,TARGET_NOT_IN_FEATURES,TARGET_NOT_IN_FEATURES,BLOCK,LOCAL,False,True,True,True,True,True,True,False,False
external:6dabde90f0f1f5ba1019,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E2_TRAIN_TEST_OVERLAP,B_LOCAL_STRONG,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.7184260002759402, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5530529997486155, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2714790000245557}",393124,13965,294ebde7d51dceff64eb60a59eaef1ebb81a1857ee4492841c1f398ae871f216,True,DATA_SPLIT,TRAIN_VALIDATION_TEST_DISJOINTNESS,TRAIN_VALIDATION_TEST_DISJOINTNESS,BLOCK,CROSS_STAGE,True,False,False,False,False,False,False,True,False
external:d59a5ad67399e9a90af0,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E2_TRAIN_TEST_OVERLAP,B_PAIRWISE_RULES,INVALID,True,DATA_SPLIT,TRAIN_VALIDATION_TEST_DISJOINTNESS,external.data_split.train_validation_test_disjointness,,[],"[""split_manifest.json""]",null,BLOCK,"{""operations"": [""restore_split_manifest""]}",False,False,False,0,0,False,1,1,0,1.0,"{""audit"": 0.6947729998501018, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5594550002570031, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.254228000107105}",393124,13965,b7649dc95b4c80750662e7133ce84c3ab421922e776953610c962f9c40e6a270,True,DATA_SPLIT,TRAIN_VALIDATION_TEST_DISJOINTNESS,TRAIN_VALIDATION_TEST_DISJOINTNESS,BLOCK,CROSS_STAGE,True,True,True,True,True,False,True,False,False
external:4791eabaff127feceba3,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E2_TRAIN_TEST_OVERLAP,B_MLFLOW_QUERY,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.6947520005269325, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5559789997278131, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2507310002547456}",393124,13965,9382b0f92d6184fd5e76c76908d491e6f3cd19b6ca9e70d42f4b1cd920b4ab4d,True,DATA_SPLIT,TRAIN_VALIDATION_TEST_DISJOINTNESS,TRAIN_VALIDATION_TEST_DISJOINTNESS,BLOCK,CROSS_STAGE,True,False,False,False,False,False,False,True,False
external:16311c34d0ddc009a81c,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E2_TRAIN_TEST_OVERLAP,B_GREEDY_CROSS_STAGE,INVALID,True,DATA_SPLIT,TRAIN_VALIDATION_TEST_DISJOINTNESS,external.data_split.train_validation_test_disjointness,TRAIN_VALIDATION_TEST_DISJOINTNESS,[],"[""split_manifest.json""]",null,BLOCK,null,False,False,False,0,0,False,1,0,0,1.0,"{""audit"": 0.697668000611884, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5452690002130112, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2429370008248952}",393124,13965,f5896faeb88ec06f45cca084af3178dab518c52199af409ed636e8a3716bb846,True,DATA_SPLIT,TRAIN_VALIDATION_TEST_DISJOINTNESS,TRAIN_VALIDATION_TEST_DISJOINTNESS,BLOCK,CROSS_STAGE,True,True,True,True,True,True,True,False,False
external:a8edbb4b02f78a296226,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E2_TRAIN_TEST_OVERLAP,O_FUZZYXAI,INVALID,True,DATA_SPLIT,TRAIN_VALIDATION_TEST_DISJOINTNESS,external.data_split.train_validation_test_disjointness,TRAIN_VALIDATION_TEST_DISJOINTNESS,[],"[""split_manifest.json""]","{""atoms"": [""node:cause:train_validation_test_disjointness/field:_/violation:source_component""], ""optimal"": true, ""size"": 1, ""solver"": ""exact_branch_and_bound""}",BLOCK,"{""fully_executable"": false, ""operations"": [""restore_split_manifest""], ""rollback"": [""restore_previous_artifact_snapshot""], ""step_ids"": [""step:issue:TRAIN_VALIDATION_TEST_DISJOINTNESS:1""]}",True,True,True,28,0,True,1,1,0,1.0,"{""audit"": 0.6715600002280553, ""diagnostic_cut"": 0.15620600061083678, ""graph_build"": 0.5436560004454805, ""recertification"": 2.6872819998970954, ""repair_planning"": 0.09118700018007075, ""total"": 4.149891001361539}",393252,13965,aa925556d5e62c00f2652d2698328578c68a75fb1a521ee045615304f224b2f8,True,DATA_SPLIT,TRAIN_VALIDATION_TEST_DISJOINTNESS,TRAIN_VALIDATION_TEST_DISJOINTNESS,BLOCK,CROSS_STAGE,True,True,True,True,True,True,True,False,False
external:c3e0aa1cd2d4336b16d9,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E3_PREPROCESSOR_FIT_SCOPE,B_LOCAL_STRONG,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.6778419992770068, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5529729996851529, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2308149989621597}",393252,13965,130ab518771d7649676f4d323d084ba7a02eb6a075c8d184c9153f5bc5511e97,True,PREPROCESSING,PREPROCESSOR_FIT_SCOPE,PREPROCESSOR_FIT_SCOPE,BLOCK,CROSS_STAGE,True,False,False,False,False,False,False,True,False
external:ba577d55e5272e9e6981,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E3_PREPROCESSOR_FIT_SCOPE,B_PAIRWISE_RULES,INVALID,True,PREPROCESSING,PREPROCESSOR_FIT_SCOPE,external.preprocessing.preprocessor_fit_scope,,[],"[""preprocessor_manifest.json""]",null,BLOCK,"{""operations"": [""refit_preprocessor_on_train""]}",False,False,False,0,0,False,1,1,0,1.0,"{""audit"": 0.7266809998327517, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5542849994526478, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2809659992853994}",393252,13965,b0654e4f6d65d28c4efec6ea6116f8ff4a91816353ae0df9fd0eea6967342977,True,PREPROCESSING,PREPROCESSOR_FIT_SCOPE,PREPROCESSOR_FIT_SCOPE,BLOCK,CROSS_STAGE,True,True,True,True,True,False,True,False,False
external:5cfa950e32f7628f9c61,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E3_PREPROCESSOR_FIT_SCOPE,B_MLFLOW_QUERY,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.6957539999348228, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5516199998965021, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.247373999831325}",393252,13965,dac323eb13f9d13b2823cc293efb426851f8abd68b6fa50179d6759f5202d8e6,True,PREPROCESSING,PREPROCESSOR_FIT_SCOPE,PREPROCESSOR_FIT_SCOPE,BLOCK,CROSS_STAGE,True,False,False,False,False,False,False,True,False
external:0e00d1306d78493586da,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E3_PREPROCESSOR_FIT_SCOPE,B_GREEDY_CROSS_STAGE,INVALID,True,PREPROCESSING,PREPROCESSOR_FIT_SCOPE,external.preprocessing.preprocessor_fit_scope,PREPROCESSOR_FIT_SCOPE,[],"[""preprocessor_manifest.json""]",null,BLOCK,null,False,False,False,0,0,False,1,0,0,1.0,"{""audit"": 0.705773000845511, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5556979995162692, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2614710003617802}",393252,13965,d959b33a8f08ab82b7ccb3c4223ee0821d253ab3f2d7c090f3c352780c46f5f7,True,PREPROCESSING,PREPROCESSOR_FIT_SCOPE,PREPROCESSOR_FIT_SCOPE,BLOCK,CROSS_STAGE,True,True,True,True,True,True,True,False,False
external:48e9020d82f28bfc554b,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E3_PREPROCESSOR_FIT_SCOPE,O_FUZZYXAI,INVALID,True,PREPROCESSING,PREPROCESSOR_FIT_SCOPE,external.preprocessing.preprocessor_fit_scope,PREPROCESSOR_FIT_SCOPE,[],"[""preprocessor_manifest.json""]","{""atoms"": [""node:cause:preprocessor_fit_scope/field:_/violation:source_component""], ""optimal"": true, ""size"": 1, ""solver"": ""exact_branch_and_bound""}",BLOCK,"{""fully_executable"": false, ""operations"": [""restore_split_manifest""], ""rollback"": [""restore_previous_artifact_snapshot""], ""step_ids"": [""step:issue:PREPROCESSOR_FIT_SCOPE:1""]}",True,True,True,28,0,True,1,1,0,1.0,"{""audit"": 0.682850999510265, ""diagnostic_cut"": 0.12896599946543574, ""graph_build"": 0.5527630000869976, ""recertification"": 2.6529890001256717, ""repair_planning"": 0.05727500047214562, ""total"": 4.074843999660516}",393508,13965,df2e9687bc019856ec6995b6aa957c95d7c6c7b5442fd35f21a44209bd970752,True,PREPROCESSING,PREPROCESSOR_FIT_SCOPE,PREPROCESSOR_FIT_SCOPE,BLOCK,CROSS_STAGE,True,True,True,True,True,True,True,False,False
external:61dc25a5500926d7ab85,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E4_FEATURE_SCHEMA_OR_ORDER,B_LOCAL_STRONG,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.7068149998303852, ""diagnostic_cut"": 0.0, ""graph_build"": 0.555437000002712, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2622519998330972}",393508,13965,1a6e06e0698f1a178e0b2ae0ae692b86e8726e70a1f500feb75cc5017030277d,True,PREPROCESSING,FEATURE_ORDER,FEATURE_ORDER,BLOCK,GLOBAL,True,False,False,False,False,False,False,True,False
external:c11dc3495dd766ad16a3,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E4_FEATURE_SCHEMA_OR_ORDER,B_PAIRWISE_RULES,INVALID,True,PREPROCESSING,FEATURE_ORDER,external.preprocessing.feature_order,,"[""MODEL_INPUT_SCHEMA"", ""PREDICTION_OUTPUT_SANITY"", ""EXPLANATION_OUTPUT_CONSISTENCY"", ""USER_CLAIM_EVIDENCE_BINDING""]","[""preprocessor_manifest.json"", ""prediction_manifest.json"", ""explanation_manifest.json""]",null,BLOCK,"{""operations"": [""restore_feature_schema"", ""repair_model_input_schema"", ""repair_prediction_output_sanity"", ""repair_explanation_output_consistency"", ""repair_user_claim_evidence_binding""]}",False,False,False,0,0,False,5,5,4,1.0,"{""audit"": 0.708317000317038, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5516209994311794, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2599379997482174}",393508,13965,ec913a0f4e94c5a3d8fc280c533125420a7e8d7c34a204c4a04e85e759c8b337,True,PREPROCESSING,FEATURE_ORDER,FEATURE_ORDER,BLOCK,GLOBAL,True,True,True,True,True,False,True,False,False
external:f0300589ec3a99fb6cfd,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E4_FEATURE_SCHEMA_OR_ORDER,B_MLFLOW_QUERY,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.7344449995798641, ""diagnostic_cut"": 0.0, ""graph_build"": 0.549385999875085, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.283830999454949}",393508,13965,fa89d5dbb28632c8b264c38dc2342f0b0e0f36487c36100b6494ed820c07ea2c,True,PREPROCESSING,FEATURE_ORDER,FEATURE_ORDER,BLOCK,GLOBAL,True,False,False,False,False,False,False,True,False
external:ee4124c075a0f9a6ffd2,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E4_FEATURE_SCHEMA_OR_ORDER,B_GREEDY_CROSS_STAGE,INVALID,True,PREPROCESSING,FEATURE_ORDER,external.preprocessing.feature_order,FEATURE_ORDER,[],"[""preprocessor_manifest.json"", ""prediction_manifest.json"", ""explanation_manifest.json""]",null,BLOCK,null,False,False,False,0,0,False,5,0,0,1.0,"{""audit"": 0.708327000211284, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5530930002350942, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2614200004463783}",393508,13965,f563110a74b0e068ab167a6212e224150cf07097ce3c73fecf57ce2b6070bb54,True,PREPROCESSING,FEATURE_ORDER,FEATURE_ORDER,BLOCK,GLOBAL,True,True,True,True,True,True,True,False,False
external:d6f39a2e4e260b0be5c8,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E4_FEATURE_SCHEMA_OR_ORDER,O_FUZZYXAI,INVALID,True,PREPROCESSING,FEATURE_ORDER,external.preprocessing.feature_order,FEATURE_ORDER,"[""MODEL_INPUT_SCHEMA"", ""PREDICTION_OUTPUT_SANITY"", ""EXPLANATION_OUTPUT_CONSISTENCY"", ""USER_CLAIM_EVIDENCE_BINDING""]","[""preprocessor_manifest.json"", ""prediction_manifest.json"", ""explanation_manifest.json""]","{""atoms"": [""node:cause:feature_order/field:_/violation:source_component""], ""optimal"": false, ""size"": 1, ""solver"": ""exact_branch_and_bound""}",BLOCK,"{""fully_executable"": false, ""operations"": [""restore_split_manifest""], ""rollback"": [""restore_previous_artifact_snapshot""], ""step_ids"": [""step:issue:EXPLANATION_OUTPUT_CONSISTENCY:1""]}",True,True,True,28,0,True,5,1,0,1.0,"{""audit"": 0.7055220003167051, ""diagnostic_cut"": 0.12756399974023225, ""graph_build"": 0.5547760001718416, ""recertification"": 2.694214000257489, ""repair_planning"": 0.11470999925222714, ""total"": 4.196785999738495}",393636,13965,8e67f6627fe1c12cd586cf9c141f2f2b831075705fb4833894d378ff9b5ded14,True,PREPROCESSING,FEATURE_ORDER,FEATURE_ORDER,BLOCK,GLOBAL,True,True,True,True,True,True,True,False,False
external:e4e2a7bd45591b33d239,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E5_MODEL_ARTIFACT_MISMATCH,B_LOCAL_STRONG,INVALID,True,MODEL_ARTIFACT,MODEL_ARTIFACT_HASH,external.model_artifact.model_artifact_hash,,[],"[""model_manifest.json""]",null,BLOCK,null,False,False,False,0,0,False,1,0,0,1.0,"{""audit"": 0.684544000250753, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5626209995170939, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.247164999767847}",393636,13965,4f3323da38451a2aff792960f0df6c36a1c46f431be0c76103e95be7a5d446b4,True,MODEL_ARTIFACT,MODEL_ARTIFACT_HASH,MODEL_ARTIFACT_HASH,BLOCK,LOCAL,True,True,True,True,True,False,True,False,False
external:25a7c1f84f463d0196c6,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E5_MODEL_ARTIFACT_MISMATCH,B_PAIRWISE_RULES,INVALID,True,MODEL_ARTIFACT,MODEL_ARTIFACT_HASH,external.model_artifact.model_artifact_hash,,[],"[""model_manifest.json""]",null,BLOCK,"{""operations"": [""restore_registered_model""]}",False,False,False,0,0,False,1,1,0,1.0,"{""audit"": 0.6718700005876599, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5432950001704739, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2151650007581338}",393636,13965,f5714ebe05137a6c28a01e503a46c45907edb643425895a9d0c803d8d3363bc4,True,MODEL_ARTIFACT,MODEL_ARTIFACT_HASH,MODEL_ARTIFACT_HASH,BLOCK,LOCAL,True,True,True,True,True,False,True,False,False
