case_id,modality,expected_violation,route_status,violation_detected,expected_positive,source_localized,false_certification,canonical_hash_equality,recertification_success,interpretability_scope
mm-tabular-0145,tabular,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-tabular-0146,tabular,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-tabular-0147,tabular,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-tabular-0148,tabular,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-tabular-0149,tabular,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0100,image,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0101,image,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0102,image,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0103,image,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0104,image,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0105,image,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0106,image,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0107,image,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0108,image,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0109,image,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0110,image,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0111,image,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0112,image,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0113,image,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0114,image,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0115,image,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0116,image,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0117,image,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0118,image,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0119,image,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0120,image,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0121,image,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0122,image,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0123,image,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0124,image,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0125,image,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0126,image,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0127,image,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0128,image,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0129,image,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0130,image,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0131,image,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0132,image,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0133,image,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0134,image,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0135,image,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0136,image,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0137,image,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0138,image,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0139,image,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0140,image,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0141,image,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0142,image,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0143,image,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0144,image,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0145,image,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0146,image,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0147,image,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0148,image,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-image-0149,image,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0100,text,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0101,text,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0102,text,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0103,text,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0104,text,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0105,text,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0106,text,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0107,text,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0108,text,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0109,text,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0110,text,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0111,text,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0112,text,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0113,text,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0114,text,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0115,text,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0116,text,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0117,text,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0118,text,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0119,text,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0120,text,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0121,text,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0122,text,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0123,text,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0124,text,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0125,text,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0126,text,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0127,text,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0128,text,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0129,text,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0130,text,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0131,text,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0132,text,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0133,text,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0134,text,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0135,text,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0136,text,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0137,text,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0138,text,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0139,text,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0140,text,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0141,text,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0142,text,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0143,text,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0144,text,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0145,text,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0146,text,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0147,text,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0148,text,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-text-0149,text,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0100,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0101,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0102,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0103,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0104,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0105,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0106,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0107,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0108,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0109,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0110,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0111,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0112,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0113,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0114,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0115,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0116,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0117,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0118,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0119,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0120,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0121,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0122,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0123,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0124,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0125,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0126,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0127,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0128,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0129,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0130,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0131,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0132,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0133,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0134,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0135,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0136,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0137,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0138,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0139,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0140,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0141,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0142,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0143,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0144,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0145,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0146,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0147,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0148,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0149,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
